Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPCC188.02	358	3016	157	100	2329	300	3.58	290.791746323028	1.29497638471447	105.186716301174	0.106214707142043	0.132635386592776	2.76452917771883	2.47374052933819	3.08907815374575	258	200	3.42115527646882e-17
SPCC188.03	31	811	23	100	3557	300	0.31	25.1802908827203	0.228001124543154	18.5197891534966	0.0262334741428461	0.055377601999815	1.35964241676942	0.933124675261037	1.96978130313342	24	107	1
SPCC188.05	7	35	11	100	480	300	0.07	5.6858721348078	0.0729166666666667	5.92278347375813	0.0811633487225295	0.469725182964431	0.96	0.389584073868141	2.25468087822927	7	100	1
SPCC188.07	4	780	24	100	2343	300	0.04	3.24906979131875	0.332906530089629	27.0409137561739	0.00163832005276117	0.0141466073658554	0.120153846153846	0.0383858388361942	0.331455010581991	25	79	1
SPNCRNA.1201	27	119	2	100	754	300	0.27	21.9312210914015	0.157824933687003	12.8196056089831	0.146026530482359	0.350362050053229	1.71075630252101	1.10104003983699	2.64172985740135	17	110	1
SPCC188.11	48	2196	45	100	1953	300	0.48	38.9888374958249	1.12442396313364	91.3332982813104	0.0162388259147679	0.0293334605104086	0.426885245901639	0.317144270115418	0.57288248376828	78	70	1
SPCC188.12	7	14	4	100	1765	300	0.07	5.6858721348078	0.00793201133144476	0.644291460034879	0.183170857806287	1.31991330547451	8.825	3.23296564028096	23.2964698416252	0	107	0.616439442098717
SPNCRNA.51	0	0	0	100	81	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC584.12	4	11	27	100	137	300	0.04	3.24906979131875	0.0802919708029197	6.52185542053033	0.0978590667085697	1.23052614057963	0.498181818181818	0.134066921390741	1.68582081259409	7	97	1
SPCC584.13	62	2644	138	100	1885	300	0.62	50.3605817654406	1.4026525198939	113.93289825261	0.0180728129526119	0.0303635067873479	0.442019667170953	0.340672524156734	0.572352102941509	94	68	1
SPCC584.14	59	742	19	100	1839	300	0.59	47.9237794219515	0.403480152256661	32.7733793523452	0.0604236986591624	0.10441610684752	1.46227762803235	1.111191818342	1.9202122049259	45	114	1
SPNCRNA.1202	7	200	3	100	2696	300	0.07	5.6858721348078	0.0741839762611276	6.02572290674842	0.0151231678307289	0.076753760653633	0.9436	0.40772060471645	2.06928138722195	7	100	1
SPCC584.02	0	0	1	100	427	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPCC584.04	237	4533	769	100	2413	300	2.37	192.507385135636	1.87857438872772	152.590482429008	0.0457786105220415	0.0596963196322223	1.2615949702184	1.10463787189686	1.44047219272552	219	118	1
SPCC584.05	320	2542	3	100	3719	300	3.2	259.9255833055	0.683517074482388	55.5198669637823	0.111870076062552	0.141633192368573	4.6816679779701	4.1604481287663	5.26733842418724	170	250	6.60010938409749e-43
SPNCRNA.1203	16	771	311	100	4221	300	0.16	12.996279165275	0.182658137882018	14.836725948275	0.0122142414197403	0.0347096540082324	0.875953307392996	0.515563130327236	1.46509449568749	17	99	1
SPNCRNA.132	10	72	137	100	1012	300	0.1	8.12267447829686	0.0711462450592885	5.77897788969737	0.0674542941691209	0.277650204441793	1.40555555555556	0.682637456991504	2.80982006895094	7	103	1
SPNCRNA.69	20	527	31	100	1454	300	0.2	16.2453489565937	0.362448418156809	29.4405051586138	0.0236132587639159	0.0603195607381573	0.55180265654649	0.343336782427338	0.877046413132807	31	89	1
SPNCRNA.131	45	89	145	100	348	300	0.45	36.5520351523359	0.255747126436782	20.7735065680581	0.34772291116951	0.73371914027565	1.75955056179775	1.21007573086989	2.55334260815926	29	116	1
SPCC1753.04	32	1025	118	100	1309	300	0.32	25.99255833055	0.783040488922842	63.6038299484667	0.0215872006187784	0.0449026095922948	0.408663414634146	0.282576456099809	0.58777515956314	57	75	1
SPCC1753.05	20	370	6	100	2384	300	0.2	16.2453489565937	0.155201342281879	12.6064998195044	0.0335080937796092	0.0862433916426835	1.28864864864865	0.798832955705884	2.05604245676157	16	104	1
SPCC162.11c	1	1752	148	100	1712	300	0.01	0.812267447829686	1.02336448598131	83.1245659227576	2.97792131561755e-05	0.00371025736453034	0.0097716894977169	0.000509820129233724	0.0635196060807594	51	50	1
SPNCRNA.1205	0	18	484	100	1297	300	0	0	0.0138781804163454	1.12727941873048	0.00511285240857114	0.280011224227739	0	0.0663136957391676	3.63174557823377	1	99	1
SPNCRNA.495	0	11	262	100	841	300	0	0	0.0130796670630202	1.06241877837414	0.00843437698064696	0.473726222726494	0	0.0709331104072409	3.98403753312982	1	99	1
SPCC162.09c	79	7082	402	100	4075	300	0.79	64.1691283785452	1.73791411042945	141.165105902573	0.00887724113014372	0.0139974164783125	0.454567918667043	0.361747576053356	0.570394721491234	113	66	1
SPCC162.08c	97	2119	18	100	5509	300	0.97	78.7899424394796	0.384643310945725	31.2433240506645	0.0371403657083163	0.0563626449466249	2.52181689476168	2.04606274687114	3.10501811010957	54	143	1.73941235339294e-06
SPCC162.06c	2	209	26	100	1238	300	0.02	1.62453489565937	0.168820678513732	13.7127541677225	0.00164618528356386	0.0389332669847594	0.118468899521531	0.0203797738105206	0.481993845271322	14	88	1
SPCC162.02c	44	1060	209	100	3202	300	0.44	35.7397677045062	0.33104309806371	26.8895532385842	0.0303248523731721	0.0566276267751158	1.3291320754717	0.971001772988969	1.81321660933921	35	109	1
SPCC162.01c	11	724	60	100	769	300	0.11	8.93494192612655	0.94148244473342	76.4735542560069	0.00795238667431955	0.0282361046745612	0.116837016574586	0.0611538535255173	0.217135644947376	53	58	1
SPCC13B11.01	0	18119	1842	100	3262	300	0	0	5.55456774984672	451.179456996508	5.01635935844406e-06	0.00026433567086502	0	0.000163633642272445	0.00862262958361697	84	16	1
SPNCRNA.1209	37	36	12	100	539	300	0.37	30.0538955696984	0.0667903525046382	5.42516291685876	0.63453587805666	1.66502078283649	5.53972222222222	3.4201483827254	8.97446201948868	8	129	7.31245998697452e-07
SPCC777.02	39	1410	53	100	2181	300	0.39	31.6784304653578	0.646492434662999	52.5124759944914	0.019844106797341	0.0383960772174783	0.603255319148936	0.432799969250007	0.837418444113201	54	85	1
SPNCRNA.1210	18	40	1	100	1268	300	0.18	14.6208140609344	0.0315457413249211	2.56235787958892	0.248407218801639	0.808044282537131	5.706	3.14980353440479	10.2460015025708	3	115	0.00167610778697998
SPCC777.04	0	32	3	100	1596	300	0	0	0.0200501253132832	1.62860641168859	0.00286022979559656	0.15399674612007	0	0.0456492675377212	2.45778806807631	1	99	1
SPCC777.05	44	1350	103	100	1247	300	0.44	35.7397677045062	1.08259823576584	87.9359305990438	0.0238433214366032	0.0444014660330288	0.40642962962963	0.297326218314442	0.55368628143187	74	70	1
SPNCRNA.1211	22	123	1	100	1294	300	0.22	17.8698838522531	0.0950540958268934	7.72093478230691	0.110549583818331	0.286862314684002	2.31447154471545	1.4305116146092	3.71199835201098	10	112	1
SPCC777.07	2	255	0	100	3286	300	0.02	1.62453489565937	0.0776019476567255	6.30335359697413	0.00135089012429351	0.031860068327861	0.257725490196078	0.0443902494842848	1.04692184525351	7	95	1
SPCC777.11	1	141	13	100	1771	300	0.01	0.812267447829686	0.0796160361377753	6.46695144799468	0.000367851575464711	0.0465362787917251	0.125602836879433	0.00651465140148004	0.824157497401451	7	94	1
SPCC777.13	57	2273	344	100	2844	300	0.57	46.2992445262921	0.799226441631505	64.9185621982024	0.0191004276975424	0.0328478104595694	0.71318961724593	0.543216163718106	0.934191729470153	69	88	1
SPCC777.14	132	149	37	100	1788	300	1.32	107.219303113519	0.0833333333333333	6.76889539858072	0.696225780991389	1.12714609496326	15.84	12.448516964126	20.153372177943	17	215	3.4331982367903e-64
SPCC777.15	21	490	11	100	1419	300	0.21	17.0576164044234	0.345313601127555	28.0486997488757	0.0269621795158089	0.0674249904703386	0.608142857142857	0.382593327329328	0.956760614774104	31	90	1
SPCC663.02	0	841	4	100	1981	79	0	0	0.424533064109036	34.4834388503163	0.000108102639450338	0.00570085552326151	0	0.0021415132875112	0.112933947915811	29	71	1
SPCC663.17	2	56	1	100	1683	300	0.02	1.62453489565937	0.0332739156268568	2.70273185255273	0.00603134616359581	0.148785962361529	0.601071428571428	0.101507555933317	2.50406774654453	3	99	1
SPCC663.03	125	8645	111	100	5278	300	1.25	101.533430978711	1.63793103448276	133.043806110035	0.0120682767345982	0.0173115796205602	0.763157894736842	0.636963646052095	0.913705172373165	139	86	1
SPCC663.04	892	1018	2663	100	180	300	8.92	724.54256346408	5.65555555555556	459.382367717012	0.800080376687743	0.959616698474491	1.57721021611002	1.44014467803794	1.72731005725408	842	150	1
SPNCRNA.1213	1	98	5	100	1551	300	0.01	0.812267447829686	0.0631850419084462	5.13231527319853	0.000527778249978962	0.0672557567881182	0.158265306122449	0.0081858406571737	1.04313678778371	6	95	1
SPCC663.10	2	2540	551	100	2611	300	0.02	1.62453489565937	0.972807353504404	79.0179746260974	0.000136307977101158	0.00317812506464931	0.0205590551181102	0.00355900128211123	0.0829808454379936	50	52	1
SPCC663.11	46	447	74	100	1979	300	0.46	37.3643026001656	0.225871652349672	18.3468190591142	0.0750370683067799	0.14070295966004	2.0365548098434	1.48498358179117	2.7845115716722	26	120	1
SPCC663.12	46	934	1	100	4232	300	0.46	37.3643026001656	0.22069943289225	17.9266965092847	0.0361974582654706	0.0668002878786238	2.08428265524625	1.53187643379472	2.82698818302336	26	120	0.535959647275873
SPCC417.03	18	18	79	100	138	300	0.18	14.6208140609344	0.130434782608696	10.5947927977785	0.497561173799377	2.00980312101927	1.38	0.686634419843141	2.77352830700659	13	105	1
SPCC417.04	16	47	27	100	419	300	0.16	12.996279165275	0.112171837708831	9.11135323341176	0.185324760546978	0.617798109895401	1.4263829787234	0.776510746691839	2.58857408046173	11	105	1
SPNCRNA.1216	38	37	9	100	304	300	0.38	30.8661630175281	0.121710526315789	9.88614985845342	0.638357516361264	1.65261653747275	3.12216216216216	1.94060684973824	5.02395427391717	14	124	0.0703340027162038
SPNCRNA.583	2	133	3	100	2236	300	0.02	1.62453489565937	0.0594812164579606	4.83146558861128	0.00257681079406733	0.0614850063134843	0.336240601503759	0.0576174893553454	1.37480474116951	5	97	1
SPNCRNA.1217	1	129	0	100	3382	300	0.01	0.812267447829686	0.0381431105854524	3.09824070875309	0.000401831821671148	0.0509135386812065	0.262170542635659	0.0135899522089182	1.7218958781984	3	98	1
SPCC417.08	577	24154	838	100	3104	300	5.77	468.678317397729	7.78157216494845	632.071776252521	0.0219755389176674	0.0259658975061683	0.74149540448787	0.682120728004397	0.805981458591463	599	78	1
SPCC417.10	9	1099	10	100	3077	300	0.09	7.31040703046718	0.357166070848229	29.0114372819248	0.00398503605723484	0.0162095852856257	0.251983621474067	0.122619559481116	0.498768939238701	28	81	1
SPCC417.12	0	14	0	100	1801	300	0	0	0.00777345918933926	0.631412785653282	0.0065974714867639	0.365411596620526	0	0.118820461476618	6.58106285513568	0	100	1
SPRRNA.06	416	20	1	88	54	300	4.72727272727273	383.98097533767	0.37037037037037	30.0839795492476	13.0550994465161	33.5076422293197	12.7636363636364	8.01108375127124	20.561507731628	136	368	1.32480606491763e-17
SPNCRNA.1218	8	47	157	100	1378	300	0.08	6.49813958263749	0.0341074020319303	2.77043324005771	0.0744168474486257	0.373949513580612	2.34553191489362	1.02546415784206	5.15302429714084	3	105	1
SPCC191.01	15	853	73	100	1738	300	0.15	12.1840117174453	0.490794016110472	39.8656002876135	0.0101670300927323	0.029892919297663	0.305627198124267	0.176702983011687	0.519538937393383	37	78	1
SPCC191.06	23	159	4210	100	2457	300	0.23	18.6821513000828	0.0647130647130647	5.25643159157184	0.0910449776150119	0.2279050239353	3.55415094339623	2.23697510000084	5.59962643809031	7	116	0.0204566511683745
SPCC191.07	314	6266	476	100	977	300	3.14	255.051978618522	6.41351074718526	520.948600624444	0.0446659570637591	0.0562116632597594	0.4895914458985	0.436386400512926	0.54918795004785	358	56	1
SPCC191.08	56	214	117	100	608	300	0.56	45.4869770784624	0.351973684210526	28.5896766176896	0.192813100215705	0.354442989060235	1.59102803738318	1.17230364931149	2.15501337348623	40	116	1
SPNCRNA.1222	0	45	7	100	923	300	0	0	0.0487540628385699	3.96013381932133	0.00202982372305869	0.108604324102592	0	0.0187352729638317	1.00241791146692	4	96	1
SPCC191.10	0	1	0	100	708	300	0	0	0.00141242937853107	0.114727040653911	0.120791776113059	17.3080587281839	0	0.855205774880457	122.541055795542	0	100	1
SPCC191.11	2	28	3	100	2531	300	0.02	1.62453489565937	0.0110628210193599	0.89859693951921	0.0117687294574852	0.307314068338505	1.80785714285714	0.297866542568951	7.77811906964757	1	101	1
SPNCRNA.1224	0	4	4	100	979	300	0	0	0.00408580183861083	0.331876383178626	0.0240893601812892	1.52670069174082	0	0.235834836174821	14.9463997721426	0	100	1
SPNCRNA.500	4	9	143	100	117	300	0.04	3.24906979131875	0.0769230769230769	6.24821113715143	0.115554998947778	1.57169221691214	0.52	0.1351993487689	1.8388798937872	7	97	1
SPCC1450.02	4	2326	270	100	2709	300	0.04	3.24906979131875	0.858619416758952	69.7428602307807	0.000550386807397003	0.00473428772371385	0.0465864144453998	0.0149099786123848	0.128251854435408	48	56	1
SPCC1450.03	102	1184	91	100	843	300	1.02	82.851279678628	1.40450771055753	114.083589351168	0.0699917129178001	0.105937194865866	0.726233108108108	0.590030139897054	0.893050552719252	117	85	1
SPCC1450.04	94	9862	1778	100	894	300	0.94	76.3531400959905	11.0313199105145	896.038206990645	0.00773626382476773	0.0117305879831932	0.085211924558913	0.0691621985934235	0.104871456569747	177	17	1
SPNCRNA.1225	13	24	69	100	853	300	0.13	10.5594768217859	0.0281359906213365	2.2853949294153	0.261408477572194	1.10863240449306	4.62041666666667	2.22981431369081	9.45663441032581	3	110	0.623819326374431
SPNCRNA.1226	5	444	7	100	3633	300	0.05	4.06133723914843	0.122213047068538	9.9269679833851	0.0041237857513891	0.0280984236017978	0.409121621621622	0.149817136347966	1.02081572945331	11	94	1
SPNCRNA.501	8	57	7	100	791	300	0.08	6.49813958263749	0.0720606826801517	5.85325468094717	0.0620044801056008	0.304864744881375	1.11017543859649	0.490455437635303	2.41148013201168	7	101	1
SPCC1450.12	37	706	30	100	2983	300	0.37	30.0538955696984	0.236674488769695	19.2242982959356	0.0370982446896767	0.0737136125611405	1.56332861189802	1.10664063909305	2.19887706269882	26	111	1
SPCC1450.15	245	1591	9	100	1837	300	2.45	199.005524718273	0.866086009798585	70.3493472780093	0.134291104040544	0.176539610423368	2.82881835323696	2.46692758122479	3.24303264347727	160	185	6.29582361037603e-15
SPCC1442.01	1	132	196	100	2858	300	0.01	0.812267447829686	0.046186144156753	3.75155014392997	0.000392761497281498	0.0497438018327129	0.216515151515152	0.0112251235923052	1.42167785637893	4	97	1
SPCC1442.02	57	619	216	100	2021	300	0.57	46.2992445262921	0.306284017812964	24.8784537459958	0.0695146439070914	0.121710794356626	1.86101777059774	1.40489095336232	2.45977515394742	36	121	1
SPCC1442.03	111	1358	41	100	2027	300	1.11	90.1616867090952	0.669955599407992	54.4183124890337	0.0670239542234665	0.099600531493379	1.65682621502209	1.35857555210966	2.01890277337079	84	127	1
SPCC1442.06	101	4869	6	100	2157	300	1.01	82.0390122307983	2.25730180806676	183.353277861972	0.0169449639871481	0.0253687498940857	0.447436845348121	0.365502873202784	0.547203935215429	139	62	1
SPNCRNA.1228	1	99	243	100	1584	300	0.01	0.812267447829686	0.0625	5.07667154893554	0.000522495471679789	0.0665665295573061	0.16	0.00827632827140785	1.05441382818773	5	96	1
SPCC1442.09	17	2994	153	100	1742	300	0.17	13.8085466131047	1.7187141216992	139.605553318145	0.00341215852942043	0.00931314835550938	0.0989111556446226	0.0594398015825039	0.162235044352973	73	44	1
SPNCRNA.503	15	47	101	100	109	300	0.15	12.1840117174453	0.431192660550459	35.0243761908213	0.170935274191844	0.587781210800297	0.347872340425532	0.18631944886911	0.640681519772324	34	81	1
SPCC1442.19	15	408	24	100	1265	300	0.15	12.1840117174453	0.322529644268775	26.1980330999614	0.0211460734975259	0.0628329716104481	0.465073529411765	0.267497829743702	0.794837090872168	28	87	1
SPCC1442.12	0	1341	14	100	1801	300	0	0	0.74458634092171	60.4803246829322	6.77892334941126e-05	0.00357382118992417	0	0.00122088409522897	0.0643645196305343	42	58	1
SPNCRNA.1229	3	33	19	100	985	300	0.03	2.43680234348906	0.033502538071066	2.72130210948017	0.0222566461165473	0.308749155677299	0.895454545454545	0.219227964247991	3.04117918342139	3	100	1
SPNCRNA.1230	1	54	19	100	953	300	0.01	0.812267447829686	0.0566631689401889	4.60256476209896	0.000950728189351767	0.123527161358272	0.176481481481481	0.00906043964452234	1.17721384774433	5	96	1
SPCC285.03	76	1680	141	100	1767	300	0.76	61.7323260350562	0.950764006791171	77.2274653284591	0.0356935921649952	0.0572501545178025	0.799357142857143	0.630705773555465	1.01161023032957	85	91	1
SPCC285.04	17	216	59	100	524	300	0.17	13.8085466131047	0.412213740458015	33.4827802922161	0.0464348409478194	0.131561579571842	0.412407407407407	0.243318566566574	0.689382676956454	34	83	1
SPCC285.05	4	423	4	100	1873	300	0.04	3.24906979131875	0.225840896956754	18.344320898663	0.00301411210029027	0.026153263288445	0.177115839243499	0.0564543196384367	0.489850621392574	19	85	1
SPCC285.08	87	1571	21	100	1331	300	0.87	70.6672679611827	1.18031555221638	95.8731901232485	0.0443483488805324	0.0690698233632236	0.737091024824952	0.590276523599886	0.919319348964506	101	86	1
SPCC285.11	202	4141	678	100	2122	300	2.02	164.078024461597	1.95146088595664	158.510815337546	0.0422437437612231	0.0563096945400713	1.03512195121951	0.896412242613153	1.19489171814031	199	103	1
SPCC285.12	93	675	112	100	359	300	0.93	75.5408726481608	1.88022284122563	152.724380859342	0.110238179003719	0.172020457131588	0.494622222222222	0.395755062623351	0.617553441102401	125	68	1
SPCC285.14	22	779	2	100	5591	300	0.22	17.8698838522531	0.139331067787516	11.317409083515	0.0180271891873367	0.0438168366005854	1.578973042362	1.007900147464	2.44979933433873	14	108	1
SPCC285.17	462	1959	73	100	2033	300	4.62	375.267560897315	0.963600590260698	78.2701392178237	0.212815303431757	0.261321644116366	4.79451761102603	4.32653511876762	5.31266902488572	275	287	2.28476409429511e-49
SPCC1223.01	40	2176	5	100	2691	300	0.4	32.4906979131875	0.808621330360461	65.6816784272537	0.013265899024132	0.0253717837747636	0.494669117647059	0.356985342739391	0.682754701378888	62	78	1
SPCC1223.02	0	2	3	100	990	300	0	0	0.00202020202020202	0.164094433904987	0.0514242900386907	4.05388820080272	0	0.509100471383038	40.133493187947	0	100	1
SPNCRNA.504	1	31	48	100	311	300	0.01	0.812267447829686	0.0996784565916399	8.09655655392935	0.00163609062693161	0.219484423903823	0.100322580645161	0.00508824184975732	0.68259655834089	9	92	1
SPNCRNA.1235	1	309	0	100	4160	300	0.01	0.812267447829686	0.0742788461538462	6.03342887931185	0.000168438933184394	0.0211175614918769	0.13462783171521	0.00700705962047078	0.878490558062081	6	95	1
SPCC1223.06	11	2180	48	100	3825	300	0.11	8.93494192612655	0.569934640522876	46.2939355887246	0.00264965972066566	0.0093457339800653	0.193004587155963	0.101349484315461	0.357474324737498	40	71	1
SPCC1223.08c	27	3815	310	100	1621	300	0.27	21.9312210914015	2.35348550277606	191.165966284408	0.00475074941937216	0.0104678311693839	0.114723460026212	0.0770096480880226	0.169683543255714	89	38	1
