Isk1as_3MBPP1r2_pr_counts	Isk1as_3MBPP1r2gb_counts	Isk1as_3MBPP1r2term_counts	Isk1as_3MBPP1r2pr_map	Isk1as_3MBPP1r2gb_map	Isk1as_3MBPP1r2term_map	Isk1as_3MBPP1r2pr_density	Isk1as_3MBPP1r2pr_densityRPKM	Isk1as_3MBPP1r2gb_density	Isk1as_3MBPP1r2gb_densityRPKM	Isk1as_3MBPP1r2pause_index_CI_low	Isk1as_3MBPP1r2pause_index_CI_high	Isk1as_3MBPP1r2pause_index_scaled	Isk1as_3MBPP1r2pause_index_CI_low_scaled	Isk1as_3MBPP1r2pause_index_CI_high_scaled	Isk1as_3MBPP1r2_ExpPR	Isk1as_3MBPP1r2_ExpGB	Isk1as_3MBPP1r2Fexact_Pval
SPNCRNA.1263	17	314	7	100	5085	300	0.17	82.3979150419333	0.0617502458210423	29.9299500528279	0.0321382116204581	0.0899312196320265	2.75302547770701	1.6342280609003	4.57300251828855	6	111	1
SPNCRNA.1264	3	33	2	100	1437	300	0.03	14.5408085368118	0.022964509394572	11.1307511416096	0.0222566461165473	0.308749155677299	1.30636363636364	0.319828004694785	4.43672536708278	2	101	1
SPCC126.03	39	160	16	100	1828	300	0.39	189.030510978553	0.087527352297593	42.423949049779	0.169047544736688	0.350236440809385	4.45575	3.09018911778666	6.40232213799555	11	128	2.33971424369649e-07
SPNCRNA.1265	4	18	4	100	444	300	0.04	19.387744715749	0.0405405405405405	19.6497412659618	0.0637362330886756	0.695119747806282	0.986666666666667	0.28298887491372	3.08633168025989	4	100	1
SPCC126.06	7	86	6	100	1318	300	0.07	33.9285532525608	0.0652503793626707	31.6264424422309	0.0345364454566039	0.182039953305544	1.07279069767442	0.45519035111804	2.39928658456707	6	101	1
SPCC126.09	9	202	29	100	2278	300	0.09	43.6224256104353	0.0886742756804214	42.979855493649	0.021405604679541	0.0893897243285924	1.0149504950495	0.487619674599944	2.03629792020534	8	101	1
SPCC126.10	14	59	11	100	1095	300	0.14	67.8571065051215	0.0538812785388128	26.1159118317167	0.126707735952617	0.437121452202751	2.59830508474576	1.38744970868115	4.78647990162013	5	109	1
SPCC126.12	1	85	8	100	1604	255	0.01	4.84693617893725	0.0529925187032419	25.6851356115752	0.000607646510904272	0.0777163283726937	0.188705882352941	0.00974665003490453	1.24656990709801	5	96	1
SPCC126.14	11	59	9	100	2224	300	0.11	53.3162979683098	0.0265287769784173	12.8583288919648	0.0926031968211163	0.366213429125837	4.1464406779661	2.05949509730163	8.14458666375862	2	109	1
SPCC1620.02	0	4	4	0	639	286	NA	NA	0.00625978090766823	3.03407585535978	0.0240893601812892	1.52670069174082	NA	NA	NA	0	0	1
SPCC1620.03	4	88	10	100	3172	300	0.04	19.387744715749	0.0277427490542245	13.4467334094098	0.0142185425472842	0.128422001712952	1.44181818181818	0.451012169599856	4.07354589433484	2	102	1
SPCC1620.05	10	93	5	100	5615	300	0.1	48.4693617893725	0.0165627782724844	8.02787292326205	0.0527451003329092	0.212686958923465	6.03763440860215	2.96163738369285	11.9423727435526	1	109	0.138247776683423
SPCC1620.08	26	224	45	100	1694	300	0.26	126.020340652369	0.132231404958678	64.0917180685917	0.0756250206726568	0.176883814884632	1.96625	1.28108785019481	2.99641182414566	14	112	1
SPCC1620.10	8	45	10	100	1097	300	0.08	38.775489431498	0.04102096627165	19.8826005517025	0.0775210504131608	0.391687415276746	1.95022222222222	0.850405923032375	4.29681094558591	4	104	1
SPCC1620.11	41	339	44	100	3650	300	0.41	198.724383336427	0.0928767123287671	45.0167497167049	0.0862436674463661	0.169000473447151	4.41445427728614	3.14789386179236	6.16851728082103	11	130	3.42402951277002e-08
SPNCRNA.1267	0	7	10	100	502	300	0	0	0.0139442231075697	6.75867594672525	0.0134151780994594	0.782741335671289	0	0.0673441940592864	3.92936150506987	1	99	1
SPCC1620.13	4	14	2	100	926	300	0.04	19.387744715749	0.0151187904967603	7.327981264052	0.0795907815169477	0.92609145582224	2.64571428571429	0.737010636846935	8.57560688091394	1	103	1
SPNCRNA.1269	0	117	2	100	1570	300	0	0	0.0745222929936306	36.120479804819	0.000778319108469417	0.0412525893923295	0	0.0122196100029699	0.647665653459573	6	94	1
SPNCRNA.123	14	31	37	100	250	300	0.14	67.8571065051215	0.124	60.1020086188219	0.228883748063601	0.879734604191759	1.12903225806452	0.572209370159001	2.1993365104794	12	102	1
SPCC830.02	0	4	0	56	795	140	0	0	0.0050314465408805	2.43871002713824	0.0240893601812892	1.52670069174082	0	0.341982881145088	21.6736973202491	0	56	1
SPCC830.03	14	417	14	100	3607	300	0.14	67.8571065051215	0.115608538952038	56.0347210040708	0.0189270805101833	0.0584287702361027	1.21098321342926	0.682699794002313	2.10752574241622	11	103	1
SPNCRNA.1270	1	5	1	100	366	300	0.01	4.84693617893725	0.0136612021857923	6.62149751220936	0.00883974757390515	1.74105855180368	0.732	0.0323534761204929	6.37227429960147	1	100	1
SPCC830.06	23	101	18	100	1088	300	0.23	111.479532115557	0.0928308823529412	44.9945362199138	0.140947393190206	0.365039618309846	2.47762376237624	1.53350763790944	3.97163104721113	10	113	1
SPCC830.10	1	35	10	100	1304	300	0.01	4.84693617893725	0.026840490797546	13.0094145907058	0.00145382362789627	0.193368363637487	0.372571428571429	0.0189578601077674	2.52152346183283	2	99	1
SPCC1919.01	18	161	20	100	1737	300	0.18	87.2448512208705	0.0926885434657455	44.925545469712	0.0664910061776096	0.18566313627953	1.94198757763975	1.15494877730508	3.22496867717544	10	108	1
SPCC1919.02	12	32	6	100	1147	300	0.12	58.163234147247	0.027898866608544	13.5224025916296	0.182809162662171	0.755587171181099	4.30125	2.0968210957351	8.66658485344721	3	109	1
SPCC1919.04	52	136	65	100	1245	300	0.52	252.040681304737	0.109236947791165	52.9464514325676	0.274197168001791	0.532129893167072	4.76029411764706	3.41375474162229	6.62501716993004	14	138	2.63533816645825e-10
SPCC1919.05	31	281	0	100	5668	289	0.31	150.255021547055	0.0495765702187721	24.0294471820989	0.0747286815436115	0.161971482947982	6.2529537366548	4.2356216698919	9.18054365349163	6	125	1.70851958906813e-09
SPCC1919.07	0	36	10	100	1252	300	0	0	0.0287539936102236	13.9368771918323	0.00254044356681343	0.136449384104687	0	0.0318063534565041	1.70834628899068	2	98	1
SPCC1919.09	35	290	49	100	1123	300	0.35	169.642766262804	0.258236865538736	125.165760631505	0.0835940760121055	0.173457242172527	1.35534482758621	0.938761473615945	1.94792482959748	27	108	1
SPNCRNA.513	5	20	12	100	354	300	0.05	24.2346808946863	0.0564971751412429	27.3838202199845	0.0823393836108277	0.703598096714151	0.885	0.29148141798233	2.49073726236809	5	100	1
SPCC1919.11	1	3	0	100	1516	300	0.01	4.84693617893725	0.00197889182058048	0.959156235937451	0.0133674946082822	3.55733427163736	5.05333333333333	0.202651218261558	53.9291875580223	0	101	1
SPNCRNA.1275	3	23	14	100	1068	300	0.03	14.5408085368118	0.0215355805243446	10.4381584377862	0.0312294740718594	0.455248489725081	1.39304347826087	0.333530783087458	4.86205387026386	2	101	1
SPCC1919.15	23	94	21	100	2103	300	0.23	111.479532115557	0.0446980504041845	21.6648597632003	0.150937213676887	0.393585879987065	5.14563829787234	3.17420960362493	8.27711105612797	5	118	9.05629240390693e-05
SPCC790.02	13	221	57	100	3184	300	0.13	63.0101703261843	0.0694095477386935	33.6423648098346	0.0321596127595049	0.105359634342052	1.87294117647059	1.02396207026264	3.35465075745093	7	106	1
SPCC790.03	26	191	19	100	1307	300	0.26	126.020340652369	0.146136189747513	70.8312785139262	0.0883463292259968	0.208275032684171	1.77916230366492	1.15468652298378	2.72215467718211	16	110	1
SPNCRNA.1278	2	19	40	100	1975	300	0.02	9.6938723578745	0.00962025316455696	4.66287531138267	0.0169524113891639	0.46686156027615	2.07894736842105	0.334810124935987	9.22051581545397	0	102	1
SPCC1840.03	33	736	13	100	3575	300	0.33	159.948893904929	0.205874125874126	99.7858749006382	0.0311110765369073	0.0642832774735743	1.60292119565217	1.11222098619444	2.29812716968028	22	111	1
SPCC1840.04	1	94	2	100	3157	300	0.01	4.84693617893725	0.0297751029458347	14.4318023699747	0.000550022635457497	0.0701615416299683	0.335851063829787	0.0173642146013932	2.2149998692581	2	99	1
SPNCRNA.516	0	6	59	100	1896	300	0	0	0.00316455696202532	1.53384056295483	0.0157393406208896	0.93492067967121	0	0.298417898172066	17.7260960865661	0	100	1
SPCC1840.10	42	51	22	100	226	300	0.42	203.571319515365	0.225663716814159	109.37776333	0.536901253373411	1.26205667738549	1.86117647058823	1.21339683262391	2.8522480908912	26	116	1
SPCC1840.11	31	92	18	100	750	300	0.31	150.255021547055	0.122666666666667	59.4557504616303	0.219605979137566	0.514695748085183	2.52717391304348	1.64704484353174	3.86021811063887	14	117	0.797260336112145
SPCC1840.12	1	21	4	100	2289	300	0.01	4.84693617893725	0.00917431192660551	4.44673043939197	0.00238298221596271	0.331279590579523	1.09	0.0545464629233864	7.58298982836528	0	101	1
SPCC965.03	12	196	9	100	1644	300	0.12	58.163234147247	0.119221411192214	57.7858571211497	0.0325649191444251	0.112417125835822	1.0065306122449	0.535367270734348	1.84813754874091	11	101	1
SPNCRNA.1280	5	29	0	100	2415	300	0.05	24.2346808946863	0.012008281573499	5.82033744054577	0.0586897200899928	0.467020324073536	4.16379310344828	1.41735674017333	11.2785408263759	1	104	1
SPNCRNA.517	0	1	2	100	841	300	0	0	0.00118906064209275	0.576330104510969	0.120791776113059	17.3080587281839	0	1.01585883711083	145.560773904027	0	100	1
SPNCRNA.1282	0	8	10	100	472	300	0	0	0.0169491525423729	8.21514606599534	0.0116892782926356	0.673070909790981	0	0.0551733935412399	3.17689469421343	1	99	1
SPCC965.06	4	93	6	100	1568	300	0.04	19.387744715749	0.0593112244897959	28.7477719796661	0.0134711053970796	0.121342742796017	0.674408602150538	0.211226932626208	1.90265420704155	5	99	1
SPNCRNA.1283	0	2	0	100	1109	300	0	0	0.0018034265103697	0.874109319916547	0.0514242900386907	4.05388820080272	0	0.57029537652908	44.9576201469022	0	100	1
SPCC965.09	5	42	18	100	1479	300	0.05	24.2346808946863	0.0283975659229209	13.7641189665561	0.0414862004069887	0.313946647192531	1.76071428571429	0.613580904019363	4.64327091197753	2	103	1
SPCC965.10	9	180	11	100	2578	300	0.09	43.6224256104353	0.0698215671062839	33.8420679677543	0.0239764130233298	0.100516775595342	1.289	0.618111927741442	2.59132247484793	7	102	1
SPCC965.12	1	133	8	100	1550	265	0.01	4.84693617893725	0.0858064516129032	41.5898394708809	0.000389828371543799	0.0493657424601149	0.116541353383459	0.00604233975892888	0.76516900813178	7	94	1
SPNCRNA.121	0	0	6	100	26	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.550	0	0	3	100	211	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.35	3	10	23	100	253	300	0.03	14.5408085368118	0.0395256916996047	19.1578505096334	0.065650578937277	1.17462743505802	0.759	0.166095964711311	2.9718074106968	3	100	1
SPCC965.13	3	574	37	100	3867	300	0.03	14.5408085368118	0.148435479700026	71.9457296795961	0.0013455557991162	0.0167169152585049	0.202108013937282	0.0520326427518236	0.646443113046383	13	90	1
SPCC965.14c	12	35	12	100	582	300	0.12	58.163234147247	0.0601374570446735	29.1482416259113	0.168550062680475	0.684562593781376	1.99542857142857	0.980961364800365	3.98415429580761	6	106	1
SPCC1494.01	4	116	6	100	1966	300	0.04	19.387744715749	0.0590030518819939	28.5984026834548	0.0108479682130521	0.096795048198957	0.677931034482759	0.213271055068605	1.90299064759149	5	99	1
SPCC1494.03	15	307	32	100	1866	300	0.15	72.7040426840588	0.164523043944266	79.7432693962345	0.0280118372038896	0.0837856689451009	0.911726384364821	0.522700882224581	1.56344058251558	16	99	1
SPNCRNA.1289	0	22	3	100	1218	300	0	0	0.0180623973727422	8.75472873042853	0.00417368066078422	0.226956323474185	0	0.0508354304483518	2.76432801991557	1	99	1
SPCC1494.07	33	459	30	100	4464	300	0.33	159.948893904929	0.102822580645161	49.8374486140725	0.0496478518864528	0.103580534945586	3.20941176470588	2.21628010821125	4.62383507997095	12	121	0.00161624462329963
SPCC1494.10	3	216	33	100	3670	300	0.03	14.5408085368118	0.0588555858310627	28.5269268297124	0.0035570979432509	0.0446963057708491	0.509722222222222	0.130545494517308	1.64035442179016	5	98	1
SPNCRNA.1290	1	144	136	100	575	300	0.01	4.84693617893725	0.250434782608696	121.384140829037	0.000360235886919618	0.0455570880571013	0.0399305555555556	0.00207135634978781	0.261953256328333	20	81	1
SPNCRNA.519	1	4	7	100	295	300	0.01	4.84693617893725	0.0135593220338983	6.57211685279627	0.0106420142837121	2.34682041637603	0.7375	0.0313939421369507	6.92312022830928	1	100	1
SPNCRNA.520	2	7	6	100	377	300	0.02	9.6938723578745	0.0185676392572944	8.9996162473636	0.0410868912536841	1.48812327873763	1.07714285714286	0.154897580026389	5.61022476084087	1	101	1
SPNCRNA.521	4	21	22	100	485	300	0.04	19.387744715749	0.0432989690721649	20.9867339706561	0.0554542706831016	0.585207244627966	0.923809523809524	0.268953212813043	2.83825513644564	4	100	1
SPCC70.06	4	98	5	100	2982	300	0.04	19.387744715749	0.0328638497652582	15.9288982406389	0.0127983288706427	0.11500289566224	1.21714285714286	0.381646166922565	3.429386348648	3	101	1
SPNCRNA.1292	1	26	14	100	1066	300	0.01	4.84693617893725	0.024390243902439	11.8217955583835	0.00194013628088687	0.264049615251165	0.41	0.020681852754254	2.81476889857742	2	99	1
SPCC70.10	94	234	100	100	921	300	0.94	455.612000820102	0.254071661237785	123.146912689611	0.313911000569519	0.513663490334232	3.69974358974359	2.89112031524527	4.73084074597828	39	155	9.33288632671623e-12
SPCC1827.04	13	113	13	100	2080	300	0.13	63.0101703261843	0.0543269230769231	26.331912895188	0.0619043054553454	0.209513056687444	2.3929203539823	1.28760955347118	4.35787157909884	5	108	1
SPNCRNA.1294	29	15	2	100	1558	300	0.29	140.56114918918	0.00962772785622593	4.66649824673034	0.999957715632511	3.77701478824511	30.1213333333333	15.5793412095545	58.8458904008589	1	128	8.40363946058251e-20
SPCP1E11.02	16	226	10	100	1975	300	0.16	77.550978862996	0.114430379746835	55.4636747564465	0.0411318037197962	0.120011051069638	1.39823008849558	0.812353123465975	2.37021825862535	11	105	1
SPCP1E11.03	13	63	8	100	1321	300	0.13	63.0101703261843	0.0476911430734292	23.1155926777477	0.108299291739124	0.385809171761594	2.72587301587302	1.43063364387383	5.09653915897066	5	108	1
SPCP1E11.06	46	279	27	100	2611	300	0.46	222.959064231114	0.106855610877059	51.7922326282456	0.119153117129756	0.2274767089677	4.30487455197133	3.11108788825793	5.93941687114665	14	132	1.03804999974767e-08
SPCP1E11.08	21	119	17	100	1068	300	0.21	101.785659757682	0.111423220973783	54.0061240911548	0.107824215683607	0.286114615023885	1.88470588235294	1.15156262350092	3.05570408845509	12	109	1
SPCP1E11.10	22	29	19	100	530	300	0.22	106.63259593662	0.0547169811320755	26.5209715451284	0.420966540490996	1.36280418798165	4.02068965517241	2.23112266460228	7.22286219630273	6	116	0.0705919396349852
SPCP1E11.11	121	320	62	100	1790	300	1.21	586.479277651407	0.17877094972067	86.649138394409	0.305046300896672	0.468453502660015	6.7684375	5.46032878605043	8.38531769761427	33	188	5.27675919967075e-33
SPCC569.08c	51	227	45	100	1436	300	0.51	247.1937451258	0.158077994428969	76.6193950291613	0.163835587810794	0.307361465065266	3.22625550660793	2.352679040963	4.41371063833723	20	131	1.63691444588868e-05
SPCC569.09	13	77	29	100	751	300	0.13	63.0101703261843	0.102529960053262	49.6956172807148	0.0895102340555453	0.312300033093217	1.26792207792208	0.672221857757145	2.34537324853006	10	103	1
SPNCRNA.29	0	0	2	0	342	300	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.1297	9	69	16	100	907	300	0.09	43.6224256104353	0.0760749724366042	36.8730536214631	0.0608590505090531	0.269990454762479	1.18304347826087	0.551991588117112	2.44881342469568	7	102	1
SPCC569.05c	9	372	4	100	3986	269	0.09	43.6224256104353	0.0933266432513798	45.2348283633883	0.0117066007486998	0.0481747715885207	0.964354838709677	0.466625105843175	1.92024639551843	9	100	1
SPCC569.02c	7	2	0	100	529	0	0.07	33.9285532525608	0.00378071833648393	1.83249004874754	0.671987337533149	24.3386630014342	18.515	3.55481301555036	128.751527277587	0	107	0.555835816916724
SPCC569.01c	0	0	0	0	142	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPCP20C8.01c	0	0	0	0	105	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPCP20C8.02c	0	3	0	100	617	0	0	0	0.00486223662884927	2.35669506269234	0.0327971598819604	2.22593021867193	0	0.202358476471696	13.7339894492058	0	100	1
SPNCRNA.1096	5	94	12	100	1427	300	0.05	24.2346808946863	0.0658724597056762	31.9279608143028	0.0190994155370435	0.135638425489623	0.759042553191489	0.272548659713611	1.93556033173691	6	99	1
SPNCRNA.1097	1	66	10	100	1560	300	0.01	4.84693617893725	0.0423076923076923	20.5062684493499	0.000780207771224561	0.100578560278423	0.236363636363636	0.0121712412311032	1.5690255403434	4	97	1
SPNCRNA.07	0	0	1	0	261	300	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPCC757.02c	1	1	0	93	1947	300	0.010752688172043	5.21175933219059	0.000513610683102209	0.248943820181677	0.027408528703162	36.4849938072245	20.9354838709677	0.573810810592004	763.830999383506	0	94	1
SPCC757.03c	3	26	3	100	1171	300	0.03	14.5408085368118	0.022203245089667	10.7617711914918	0.0278597747971146	0.39856526485022	1.35115384615385	0.326237962874212	4.66719925139607	2	101	1
SPCC757.05c	18	110	11	100	1390	300	0.18	87.2448512208705	0.079136690647482	38.3570488980646	0.0961469505627888	0.27517978023319	2.27454545454545	1.33644261282276	3.82499894524134	8	110	1
SPCC757.07c	6	127	13	100	1979	300	0.06	29.0816170736235	0.0641738251642244	31.1046434929273	0.0188179933998959	0.110883340379032	0.93496062992126	0.372408089383939	2.19438130610105	6	100	1
SPCC757.15	4	61	4	100	1574	300	0.04	19.387744715749	0.0387547649301144	18.784187224598	0.0203012769644196	0.187466910912225	1.03213114754098	0.319542099419965	2.95072917775842	3	101	1
SPCC757.09c	34	986	43	100	2669	300	0.34	164.795830083867	0.369426751592357	179.058788776026	0.0241065667449107	0.0490790912167461	0.920344827586207	0.643404266421666	1.30992094457495	36	98	1
SPCC757.11c	21	253	76	100	1801	300	0.21	101.785659757682	0.140477512493059	68.0885537629719	0.0517530724514546	0.13179402546613	1.49490118577075	0.932072834850698	2.373610398645	14	107	1
SPNCRNA.1101	1	53	24	100	2067	300	0.01	4.84693617893725	0.0256410256410256	12.4280414844545	0.000968365163577685	0.125921257823647	0.39	0.0200161079311507	2.60279239921478	2	99	1
SPNCRNA.1102	25	33	23	100	308	300	0.25	121.173404473431	0.107142857142857	51.931459060042	0.436845914172308	1.31035879928146	2.33333333333333	1.34548541565071	4.0359051017869	12	113	1
SPNCRNA.22	2	4	3	100	239	300	0.02	9.6938723578745	0.0167364016736402	8.11202707771925	0.0638181358093923	3.14803144559117	1.195	0.152525344584448	7.52379515496289	1	101	1
SPCC613.04c	25	137	8	100	2324	300	0.25	121.173404473431	0.0589500860585198	28.5727304868504	0.116307912534724	0.284250030409011	4.24087591240876	2.70299588730699	6.60597070670541	6	119	0.000538133202316799
SPCC613.05c	148	593	197	100	556	300	1.48	717.346554482713	1.06654676258993	516.948409012552	0.207569616831391	0.2999494856628	1.38765598650927	1.15408706958253	1.66771914028517	127	121	1
SPNCRNA.1103	1	7	384	100	1644	300	0.01	4.84693617893725	0.00425790754257908	2.06378061146963	0.00660323359662749	1.14229470290644	2.34857142857143	0.108557160328556	18.7793249157818	0	101	1
SPNCRNA.1104	6	58	6	100	2821	300	0.06	29.0816170736235	0.0205600850762141	9.965342019793	0.0402463933488263	0.249159375457532	2.91827586206897	1.13535075637039	7.02878598165699	2	104	1
SPCC613.11c	17	37	8	100	762	300	0.17	82.3979150419333	0.0485564304461942	23.5349919449709	0.248529243832492	0.841407692633751	3.50108108108108	1.89379283800359	6.41152661786918	5	112	1
SPCC613.12c	13	144	28	100	2348	300	0.13	63.0101703261843	0.0613287904599659	29.7256733290871	0.0489164647434283	0.163216428340365	2.11972222222222	1.1485585921757	3.83232173743176	6	107	1
SPCC330.01c	2	186	30	100	4126	300	0.02	9.6938723578745	0.045079980610761	21.8499788968087	0.00184818559164997	0.043794582829946	0.443655913978495	0.0762561375114777	1.80696448756357	4	98	1
SPCC330.19c	8	7	3	100	417	300	0.08	38.775489431498	0.0167865707434053	8.13634370565006	0.377852306059638	3.48910169561683	4.76571428571429	1.57564411626869	14.5495540707222	1	107	1
SPCC330.03c	64	134	30	100	730	300	0.64	310.203915451984	0.183561643835616	88.9711572572043	0.350690519433579	0.64965644080373	3.4865671641791	2.56004079186513	4.74249201786723	25	139	4.11793160220169e-07
