Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPBC29A3.14c	14	66	4	100	3452	300	0.14	133.465146053769	0.0191193511008111	18.2269070508789	0.114000417119971	0.388109971496201	7.32242424242424	3.93529439898141	13.3975562160488	2	112	0.000706823620787922
SPBC29A3.15c	3	79	32	100	1611	300	0.03	28.5996741543791	0.0490378646803228	46.748898369459	0.0095872771545093	0.124296285916983	0.611772151898734	0.154451034959145	2.00241316612259	4	99	1
SPBC18E5.02c	43	90	6	100	1803	300	0.43	409.928662879434	0.0499168053244592	47.5868122369037	0.326827572375056	0.696859133933716	8.61433333333333	5.89270112992226	12.5643701848249	6	137	3.65616959893683e-16
SPBC18E5.03c	8	39	51	100	1520	300	0.08	76.265797745011	0.0256578947368421	24.4602476320348	0.0886116750006999	0.456616232785548	3.11794871794872	1.34689746001064	6.94056673834033	2	106	1
SPBC18E5.05c	2	24	2	100	1078	281	0.02	19.0664494362528	0.0222634508348794	21.2242479809864	0.0136196282081625	0.36239285157422	0.898333333333333	0.146819592083992	3.90659493997009	2	100	1
SPBC18E5.14c	2	5	3	100	183	300	0.02	19.0664494362528	0.0273224043715847	26.0470620713835	0.0538788235081954	2.30512923539502	0.732	0.0985982470199975	4.21838650077288	2	100	1
SPBC18E5.09c	11	7	4	100	186	300	0.11	104.86547189939	0.0376344086021505	35.8777274338089	0.565927857386855	4.47568550412	2.92285714285714	1.05262581473955	8.32477503766319	4	107	1
SPNCRNA.1485	1	0	0	100	367	147	0.01	9.53322471812638	0	0	0.0577765545925511	8.27870929775896	NA	0.212039955354663	30.3828631227754	0	101	1
SPBC18E5.11c	15	159	1	100	3198	300	0.15	142.998370771896	0.049718574108818	47.3978339644182	0.0534385884518828	0.163809992821022	3.01698113207547	1.70896605869121	5.23864357041629	5	110	1
SPBC18E5.12c	23	102	4	100	1374	300	0.23	219.264168516907	0.074235807860262	70.770663846353	0.139627338216031	0.36129526693145	3.09823529411765	1.91847962708826	4.96419696763813	8	115	0.221100850655225
SPBC23G7.04c	7	252	37	100	2372	300	0.07	66.7325730268846	0.106239460370995	101.280464964918	0.0120370304888383	0.0607278715493373	0.658888888888889	0.285518363195245	1.44046511315028	10	97	1
SPBC23G7.06c	15	138	9	100	2455	300	0.15	142.998370771896	0.0562118126272912	53.5879841589181	0.061340342781448	0.18947534182353	2.66847826086957	1.50590541528455	4.65161964176766	6	109	1
SPBC23G7.07c	28	35	8	100	942	300	0.28	266.930292107539	0.0371549893842887	35.4206863200025	0.473199928310852	1.35001039390673	7.536	4.45754332468823	12.7170979106014	4	124	5.27359334751476e-08
SPBC23G7.08c	1	282	225	100	2659	300	0.01	9.53322471812638	0.106054907860098	101.10452690905	0.000184514449194289	0.0231497672578363	0.094290780141844	0.00490623920407616	0.615552311385866	9	92	1
SPBC23G7.10c	0	1	0	100	1190	300	0	0	0.000840336134453782	0.801111320850956	0.120791776113059	17.3080587281839	0	1.4374221357454	205.965898865389	0	100	1
SPNCRNA.1487	0	3	0	100	799	300	0	0	0.00375469336670839	3.57943356124895	0.0327971598819604	2.22593021867193	0	0.262049307456864	17.7851824471888	0	100	1
SPBC23G7.12c	52	158	15	100	1172	300	0.52	495.727685342572	0.13481228668942	128.519582377472	0.237577523696045	0.454971309514739	3.85721518987342	2.78440857771765	5.33226374751274	18	134	1.47905786148842e-07
SPBC23G7.13c	0	0	6	100	2151	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC23G7.15c	11	195	141	100	277	300	0.11	104.86547189939	0.703971119133574	671.111487377128	0.0291438944512663	0.106275674517322	0.15625641025641	0.0807285876300075	0.294383618412981	45	66	1
SPNCRNA.1489	4	8	1	100	1794	300	0.04	38.1328988725055	0.00445930880713489	4.2511592945937	0.127050858421533	1.82191715979488	8.97	2.2792924000823	32.6851938467201	0	104	1
SPNCRNA.1490	29	49	117	100	87	300	0.29	276.463516825665	0.563218390804598	536.928748492175	0.364603069670165	0.957483698260281	0.514897959183673	0.317204670613043	0.833010817486444	46	83	1
SPBC1711.09c	4	23	0	100	987	300	0.04	38.1328988725055	0.0233029381965552	22.2152146420372	0.0510340464290798	0.529307342558426	1.71652173913043	0.503706038255018	5.22426347105166	2	102	1
SPBC1711.10c	1	112	21	100	2135	300	0.01	9.53322471812638	0.0524590163934426	50.0103591770564	0.000462335027191339	0.0587408564826317	0.190625	0.00987085283053509	1.25411728590419	5	96	1
SPBC1711.15c	11	483	4	100	1060	300	0.11	104.86547189939	0.455660377358491	434.391277250475	0.0118915921685452	0.042431964538723	0.241407867494824	0.126050876986579	0.449778824110464	34	77	1
SPNCRNA.1491	2	1	0	100	2818	179	0.02	19.0664494362528	0.00035486160397445	0.33829754145232	0.143294171183347	55.6482554667983	56.36	4.03802974394671	1568.16783905438	0	102	1
SPBC17G9.02c	4	44	6	100	1278	300	0.04	38.1328988725055	0.0344287949921753	32.8217439434711	0.0277861948499424	0.263769882112263	1.16181818181818	0.355107570182263	3.37097909339472	3	101	1
SPBC17G9.03c	50	208	141	100	1854	300	0.5	476.661235906319	0.112189859762675	106.953114421267	0.174361262866981	0.330609901135978	4.45673076923077	3.23265781355383	6.12950756706103	15	135	1.26691361445502e-09
SPBC17G9.04c	4	71	86	100	2442	300	0.04	38.1328988725055	0.0290745290745291	27.7174019241185	0.0175245455388843	0.16019303238021	1.37577464788732	0.427949402059554	3.91191385072472	2	102	1
SPNCRNA.1492	2	16	2	100	1035	300	0.02	19.0664494362528	0.0154589371980676	14.7373522212582	0.0198698862921535	0.564288735510909	1.29375	0.205653323123789	5.84038841253791	1	101	1
SPBC17G9.06c	3	48	9	100	1151	300	0.03	28.5996741543791	0.0417028670721112	39.7562803188589	0.0155539315870732	0.208111576518362	0.719375	0.179025752567213	2.39536424572634	4	99	1
SPBC17G9.08c	6	296	14	100	3089	290	0.06	57.1993483087583	0.0958238912269343	91.3510688431663	0.00816779119033328	0.0469799466065499	0.626148648648649	0.252303069869395	1.45121055067633	9	97	1
SPNCRNA.38	3	1	0	100	234	300	0.03	28.5996741543791	0.00427350427350427	4.07402765731897	0.281109371130232	74.8083338953006	7.02	0.657795928444744	175.051501315003	0	103	1
SPNCRNA.1493	0	8	0	100	642	300	0	0	0.0124610591900312	11.8794077484441	0.0116892782926356	0.673070909790981	0	0.0750451666387203	4.3211152408581	1	99	1
SPBC17G9.11c	14	374	26	100	3703	300	0.14	133.465146053769	0.100999189846071	96.28479731513	0.0210804628849387	0.0652193881924279	1.38614973262032	0.780609540629278	2.4150739447656	10	104	1
SPBC17G9.12c	4	55	35	100	1936	300	0.04	38.1328988725055	0.0284090909090909	27.0830247674045	0.0224341146761097	0.208790067569031	1.408	0.434324460129484	4.04217570813644	2	102	1
SPBC17G9.13c	3	79	8	100	1144	300	0.03	28.5996741543791	0.069055944055944	65.8325832807678	0.0095872771545093	0.124296285916983	0.434430379746835	0.109678450647586	1.42194951089028	6	97	1
SPBC14C8.01c	0	111	0	100	1019	300	0	0	0.108930323846909	103.845725585086	0.000820474905439703	0.0435007391588778	0	0.00836063928643058	0.443272532028965	9	91	1
SPNCRNA.68	0	2	1	100	370	300	0	0	0.00540540540540541	5.15309444223047	0.0514242900386907	4.05388820080272	0	0.190269873143156	14.9993863429701	0	100	1
SPBC14C8.05c	0	2	0	100	1497	300	0	0	0.00133600534402138	1.27364391691735	0.0514242900386907	4.05388820080272	0	0.769821621879201	60.6867063660168	0	100	1
SPBC14C8.07c	0	105	5	100	1829	300	0	0	0.0574084199015856	54.7287367634374	0.000867458745533771	0.0460080441189668	0	0.0158658204558127	0.841487126935902	5	95	1
SPBC14C8.19	1	38	6	100	481	300	0.01	9.53322471812638	0.079002079002079	75.3144572325992	0.0013417190345932	0.177523570277566	0.126578947368421	0.00645366855639328	0.853888373035092	7	94	1
SPBC14C8.09c	0	5	1	100	807	300	0	0	0.00619578686493185	5.9065828489011	0.0190383591688732	1.16008855872718	0	0.153639558492807	9.36191466892836	0	100	1
SPBC14C8.11c	0	4	1	100	1965	300	0	0	0.00203562340966921	1.94060554058552	0.0240893601812892	1.52670069174082	0	0.473355927562333	29.9996685927071	0	100	1
SPNCRNA.1496	0	2	1	100	473	300	0	0	0.00422832980972516	4.03096182584625	0.0514242900386907	4.05388820080272	0	0.243236891883007	19.1748911897969	0	100	1
SPBC14C8.14c	7	138	44	100	2843	300	0.07	66.7325730268846	0.0485402743580725	46.2745343335012	0.021781874068808	0.111984702350543	1.44210144927536	0.619258679776211	3.18372508782593	4	103	1
SPNCRNA.1497	0	0	5	100	120	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC14C8.16c	5	39	6	100	1403	300	0.05	47.6661235906319	0.0277975766215253	26.5000544552337	0.0444957442516396	0.339662873019732	1.79871794871795	0.624275291850503	4.76547010846684	2	103	1
SPBC14C8.17c	0	47	9	100	2128	300	0	0	0.0220864661654135	21.0555245184182	0.00194303656715677	0.1038928146097	0	0.041347818149096	2.21083909489443	2	98	1
SPBC15C4.01c	2	49	3	100	1176	300	0.02	19.0664494362528	0.0416666666666667	39.7217696588599	0.00686844659684507	0.170826937731834	0.48	0.080772931978898	2.00892478772637	4	98	1
SPBC15C4.04c	4	58	7	100	2184	300	0.04	38.1328988725055	0.0265567765567766	25.3171718704821	0.0213144671287785	0.197555404582638	1.50620689655172	0.465507962092522	4.31461003608481	2	102	1
SPBC15C4.06c	0	53	3	100	2107	300	0	0	0.0251542477456099	23.9801096374323	0.00172214121145853	0.0919284576549814	0	0.0362855153254313	1.93693260279046	2	98	1
SPBC21H7.03c	1	58	5	100	1583	300	0.01	9.53322471812638	0.0366392924826279	34.929060875005	0.000886168532157665	0.114796577053431	0.272931034482759	0.0140280478640558	1.81722981475581	3	98	1
SPBC21H7.06c	1	6	1	100	734	300	0.01	9.53322471812638	0.00817438692098093	7.79282674506243	0.00755953402951306	1.38050834161111	1.22333333333333	0.0554869797766259	10.1329312274255	0	101	1
SPBC21H7.07c	11	57	37	100	871	300	0.11	104.86547189939	0.0654420206659013	62.3873489016307	0.0956686965822437	0.379840898609665	1.68087719298246	0.833274347231343	3.30841422689018	6	105	1
SPBC16H5.13	0	71	5	100	3663	300	0	0	0.0193830193830194	18.4782679494123	0.0012841679281129	0.0683234262229618	0	0.0470390712067757	2.50268710254709	1	99	1
SPBC16H5.06	41	239	3	100	1031	300	0.41	390.862213443181	0.231813773035887	220.993279110786	0.121391586171695	0.241594106454934	1.76866108786611	1.25154725343017	2.49083523755037	26	115	1
SPBC16H5.15	4	6	1	100	552	300	0.04	38.1328988725055	0.0108695652173913	10.3622007805721	0.158655326760933	2.65404002692664	3.68	0.875777403720349	14.650300948635	1	103	1
SPBC16H5.04	7	54	4	100	714	300	0.07	66.7325730268846	0.0756302521008403	72.100018876586	0.0539975623225674	0.295805932380742	0.925555555555555	0.385542594983132	2.1120543571985	7	100	1
SPBC16H5.02	42	874	69	100	3043	300	0.42	400.395438161308	0.287216562602695	273.81000340593	0.0348014832318977	0.0661166037878416	1.46231121281465	1.05900913474665	2.01192825326402	31	111	1
SPBC12D12.02c	16	15	9	100	483	300	0.16	152.531595490022	0.031055900621118	29.6062879444919	0.501448208033004	2.27243727079726	5.152	2.42199484479941	10.9758720179508	3	113	0.162009295404712
SPBC12D12.04c	2	195	7	100	3840	300	0.02	19.0664494362528	0.05078125	48.4109067717355	0.00176350856451503	0.0417544926677487	0.393846153846154	0.067718728877377	1.60337251844155	4	98	1
SPBC12D12.05c	2	72	12	100	1623	300	0.02	19.0664494362528	0.044362292051756	42.2915699140542	0.00471724901029733	0.114894675695469	0.450833333333333	0.0765609514371257	1.86474058653746	4	98	1
SPBC12D12.07c	1	42	0	100	969	300	0.01	9.53322471812638	0.043343653250774	41.3204786544177	0.00121663271361786	0.160036851469115	0.230714285714286	0.011789170994957	1.55075709073572	4	97	1
SPBC12D12.08c	1	17	4	100	337	300	0.01	9.53322471812638	0.0504451038575668	48.0904511003408	0.0029153350293855	0.415929044001673	0.198235294117647	0.00982467904902914	1.40168087828564	4	97	1
SPNCRNA.1503	0	40	4	100	3069	300	0	0	0.0130335614206582	12.4251869900637	0.00228497423961751	0.122491520736586	0	0.0701258594138615	3.75926477140582	1	99	1
SPBC24C6.08c	4	99	3	100	2520	300	0.04	38.1328988725055	0.0392857142857143	37.4519542497822	0.0126717581134945	0.113813570523656	1.01818181818182	0.319328304460062	2.86810197719613	3	101	1
SPBC24C6.09c	0	13	5	100	2411	300	0	0	0.00539195354624637	5.14027048260651	0.00711390234765344	0.395564521747562	0	0.171516185601924	9.53706061933373	0	100	1
SPBC24C6.10c	2	37	1	100	1572	300	0.02	19.0664494362528	0.0235368956743003	22.4382515630201	0.0090128876830177	0.228949768930256	0.84972972972973	0.141682594377038	3.59909036758363	2	100	1
SPBC19G7.01c	2	51	0	100	3870	300	0.02	19.0664494362528	0.0131782945736434	12.5631643572208	0.00660646829335149	0.16389065168521	1.51764705882353	0.255670322952703	6.34256822021764	1	101	1
SPBC19G7.03c	32	237	121	100	291	300	0.32	305.063190980044	0.814432989690722	776.417270857715	0.0916547686003366	0.197885103419305	0.392911392405063	0.26671537662698	0.575845650950178	59	73	1
SPBC19G7.05c	4	939	22	100	6240	300	0.04	38.1328988725055	0.150480769230769	143.456698883344	0.00136153066343503	0.0117450956566553	0.265814696485623	0.0849595133983457	0.732893968975293	13	91	1
SPBC19G7.07c	2	64	1	100	4023	300	0.02	19.0664494362528	0.0159085259756401	15.1659553059927	0.00529396749921369	0.129663211239235	1.2571875	0.212976312493367	5.21635098815443	1	101	1
SPBC19G7.08c	7	111	22	100	1798	300	0.07	66.7325730268846	0.0617352614015573	58.8536119973319	0.0269494532816565	0.139954111298707	1.13387387387387	0.484551170004184	2.51637492115075	6	101	1
SPNCRNA.1507	0	0	3	100	523	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC19G7.10c	3	145	41	100	2578	300	0.03	28.5996741543791	0.0562451512800621	53.6197666457845	0.00527731767854363	0.0669020978774866	0.533379310344828	0.136049249752855	1.7247360832816	5	98	1
SPBC19G7.18c	0	11	1	100	926	300	0	0	0.0118790496760259	11.3245649999341	0.00843437698064696	0.473726222726494	0	0.0781023308407908	4.38670482244734	1	99	1
SPBC19G7.14c	0	47	4	100	1408	300	0	0	0.0333806818181818	31.8225541017003	0.00194303656715677	0.1038928146097	0	0.0273579548655673	1.46281082970458	3	97	1
SPBC19G7.19	25	42	65	100	260	300	0.25	238.330617953159	0.161538461538462	153.998245446657	0.352388389295087	1.0012842070686	1.54761904761905	0.916209812167227	2.60333893837836	17	108	1
SPNCRNA.1508	1	20	0	100	1572	93	0.01	9.53322471812638	0.0127226463104326	12.1287846286595	0.00249697159993946	0.349045314408539	0.786	0.0392523935510483	5.48699234250224	1	100	1
SPBC36B7.05c	2	40	0	100	1042	300	0.02	19.0664494362528	0.0383877159309021	36.595872238489	0.00836032650796309	0.211005400062266	0.521	0.0871146022129754	2.19867626864881	3	99	1
SPBC36B7.06c	1	3	14	100	757	300	0.01	9.53322471812638	0.00396301188903567	3.77802828987835	0.0133674946082822	3.55733427163736	2.52333333333333	0.101191934184696	26.9290204362948	0	101	1
SPBC36B7.08c	1	96	0	100	1923	300	0.01	9.53322471812638	0.0499219968798752	47.5917614633454	0.000538670895318782	0.0686779297793512	0.2003125	0.0103586413169802	1.32067658965692	4	97	1
SPNCRNA.1509	1	10	9	100	654	300	0.01	9.53322471812638	0.0152905198776758	14.5767962050862	0.00478667548335045	0.750794709134687	0.654	0.031304857661112	4.91019739774086	1	100	1
SPBC1921.01c	14	139	130	100	450	300	0.14	133.465146053769	0.308888888888889	294.470719071015	0.0557429573490977	0.178685889780749	0.453237410071942	0.25084330807094	0.80408650401337	26	88	1
SPBC1921.03c	9	122	28	100	1788	300	0.09	85.7990224631374	0.0682326621923937	65.0477301796095	0.0350860934900686	0.149602153312921	1.31901639344262	0.627339351602427	2.67488650123503	6	103	1
SPBC1921.04c	2	0	1	100	256	300	0.02	19.0664494362528	0	0	0.246676758328458	19.4460633145857	NA	0.631492501320852	49.7819220853395	0	102	1
SPNCRNA.1510	0	5	5	100	909	300	0	0	0.0055005500550055	5.24379797476699	0.0190383591688732	1.16008855872718	0	0.173058684845057	10.5452049988301	0	100	1
SPNCRNA.1511	665	85	291	100	113	300	6.65	6339.59443755404	0.752212389380531	717.100974372338	6.20777227090371	9.87152657026583	8.84058823529412	7.01478266612119	11.1548250244004	328	437	2.19987010819119e-31
SPBC1921.06c	10	160	656	100	1403	300	0.1	95.3322471812638	0.114041339985745	108.718172124036	0.0311077753094104	0.1217307466645	0.876875	0.436442087591027	1.70788237570294	11	99	1
SPBC1921.07c	3	35	10	100	1112	300	0.03	28.5996741543791	0.0314748201438849	30.0056533394265	0.0210472709909155	0.290058926591398	0.953142857142857	0.23404565341898	3.22545526369635	3	100	1
SPBC21D10.12	7	123	18	100	1813	300	0.07	66.7325730268846	0.0678433535576393	64.6765935096274	0.0243788906010871	0.12597152204325	1.03178861788618	0.441989286597709	2.28386369464412	6	101	1
SPBC21D10.10	7	80	2	100	909	300	0.07	66.7325730268846	0.088008800880088	83.9007675962718	0.0370391894100321	0.196195188211891	0.795375	0.336686231737192	1.78341426084609	8	99	1
SPNCRNA.572	2	2	0	100	681	300	0.02	19.0664494362528	0.00293685756240822	2.79977231075665	0.101199373606884	9.88148408788154	6.81	0.689167734262878	67.2929066384733	0	102	1
SPBC21D10.07	1	29	3	100	1321	300	0.01	9.53322471812638	0.0219530658591976	20.9283510087559	0.00174550854351159	0.235376564012289	0.45551724137931	0.0230581678597882	3.10932441060233	2	99	1
SPNCRNA.107	1076	1	1	61	319	300	17.6393442622951	16815.9832732852	0.00313479623824451	2.98847169847222	165.443723277662	20630.3154446111	5626.95081967213	865.189306976627	107886.40371854	3	1134	6.09962044831637e-254
SPNCRNA.1513	0	5	4	100	830	300	0	0	0.00602409638554217	5.74290645670264	0.0190383591688732	1.16008855872718	0	0.158018381101648	9.62873503743562	0	100	1
SPNCRNA.1514	0	0	0	100	499	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC12C2.11	55	474	20	100	2622	300	0.55	524.327359496951	0.180778032036613	172.339760350568	0.0868585248659423	0.154652075010401	3.04240506329114	2.27743052198501	4.05497740677271	23	132	1.16298271757781e-05
SPBC12C2.08	24	101	23	100	2684	300	0.24	228.797393235033	0.0376304023845007	35.8739082164964	0.148368384463805	0.377800729925157	6.37782178217822	3.98220743900851	10.1401715911912	4	120	8.72454691332754e-07
SPNCRNA.1517	0	56	6	100	1591	300	0	0	0.0351979886863608	33.5550335773147	0.00162951508688572	0.0869233329225396	0	0.0259255850323518	1.3829502267976	3	97	1
SPBC12C2.06	7	147	21	100	1514	300	0.07	66.7325730268846	0.0970937912813738	92.5616931020196	0.020473312401675	0.104989860623328	0.720952380952381	0.30996594976136	1.58954648983718	9	98	1
SPNCRNA.1518	1	10	22	100	1818	300	0.01	9.53322471812638	0.0055005500550055	5.24379797476699	0.00478667548335045	0.750794709134687	1.818	0.0870217602873112	13.6494478120686	0	101	1
SPBC12C2.04	12	118	3	100	1381	300	0.12	114.398696617517	0.0854453294713975	81.4569526965179	0.0534482524138215	0.189083614523516	1.40440677966102	0.738120365834876	2.61124471656976	8	104	1
SPBC12C2.14c	1	0	1	100	135	300	0.01	9.53322471812638	0	0	0.0577765545925511	8.27870929775896	NA	0.077998348699944	11.1762575519746	0	101	1
SPBC17F3.02	15	112	8	100	2152	300	0.15	142.998370771896	0.0520446096654275	49.6152959307692	0.0750886159667751	0.235055190022427	2.88214285714286	1.615907015605	5.05838768928264	5	110	1
SPNCRNA.1519	0	5	0	100	585	300	0	0	0.00854700854700855	8.14805531463793	0.0190383591688732	1.16008855872718	0	0.111374401137908	6.78651806855402	0	100	1
SPNCRNA.08	0	5	0	100	581	300	0	0	0.00860585197934595	8.20415208100377	0.0190383591688732	1.16008855872718	0	0.110612866771153	6.74011452620493	0	100	1
SPNCRNA.09	0	5	0	100	569	300	0	0	0.00878734622144113	8.3771746204977	0.0190383591688732	1.16008855872718	0	0.108328263670889	6.60090389915767	0	100	1
SPBC557.02c	10	58	2	100	649	300	0.1	95.3322471812638	0.0893682588597843	85.1967694378012	0.082863601591789	0.348556392206323	1.11896551724138	0.537784774330711	2.26213098541904	9	101	1
SPBC557.03c	2	81	38	100	1825	300	0.02	19.0664494362528	0.0443835616438356	42.3118466941499	0.00420223975367544	0.10184368249538	0.450617283950617	0.0766908755045768	1.85864720554068	4	98	1
SPNCRNA.1521	2	14	12	100	527	300	0.02	19.0664494362528	0.0265654648956357	25.3254546591593	0.0224451794089099	0.655283897988541	0.752857142857143	0.118286095484955	3.45334614239961	2	100	1
SPBC365.20c	3	69	0	100	3430	300	0.03	28.5996741543791	0.0201166180758017	19.1776240685341	0.0109411794612652	0.14286046799695	1.49130434782609	0.375282455521398	4.9001140522954	2	101	1
SPNCRNA.1522	8	4	0	100	445	300	0.08	76.265797745011	0.00898876404494382	8.56919075786641	0.548872375795938	7.87086378182642	8.9	2.44248207229192	35.0253438291276	0	108	1
SPBC365.02c	3	34	3	100	1260	300	0.03	28.5996741543791	0.026984126984127	25.724574636214	0.0216350687008803	0.299112990062463	1.11176470588235	0.272601865631091	3.76882367478704	2	101	1
