Mcs6as_Cdk9as_3MBPP1r1_pr_counts	Mcs6as_Cdk9as_3MBPP1r1gb_counts	Mcs6as_Cdk9as_3MBPP1r1term_counts	Mcs6as_Cdk9as_3MBPP1r1pr_map	Mcs6as_Cdk9as_3MBPP1r1gb_map	Mcs6as_Cdk9as_3MBPP1r1term_map	Mcs6as_Cdk9as_3MBPP1r1pr_density	Mcs6as_Cdk9as_3MBPP1r1pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1gb_density	Mcs6as_Cdk9as_3MBPP1r1gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r1pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r1_ExpPR	Mcs6as_Cdk9as_3MBPP1r1_ExpGB	Mcs6as_Cdk9as_3MBPP1r1Fexact_Pval
SPCC895.03c	15	300	36	100	1383	300	0.15	33.0632069326932	0.216919739696312	47.8137482757675	0.0286567048718836	0.0857677758475219	0.6915	0.39632222837815	1.18616833997123	20	95	1
SPCC895.04c	6	270	23	100	1401	300	0.06	13.2252827730773	0.19271948608137	42.479494988471	0.00894678067296574	0.0515510685138513	0.311333333333333	0.12534439722825	0.722230469879056	17	89	1
SPCC895.08c	16	257	34	100	1792	300	0.16	35.2674207282061	0.143415178571429	31.6117715093086	0.0362497383510487	0.105295738083449	1.1156420233463	0.649595311250793	1.8868996264554	14	102	1
SPCC895.09c	9	479	8	100	5514	300	0.09	19.8379241596159	0.0868697859992746	19.1479580712853	0.00910888692789862	0.0373381877787672	1.03603340292276	0.50226402520433	2.05882767412122	8	101	1
SPCC825.03c	33	1616	312	100	1518	300	0.33	72.7390552519251	1.06455862977602	234.65148178846	0.0142315130086656	0.0291477346537163	0.309987623762376	0.216034367471544	0.442462612043414	68	65	1
SPCC825.04c	4	29	263	100	1447	300	0.04	8.81685518205153	0.0200414651002073	4.4175673856167	0.0411868094997137	0.411235858753941	1.99586206896552	0.595973133460857	5.95058287616953	2	102	1
SPCC825.05c	73	245	18	100	1416	300	0.73	160.90760707244	0.173022598870056	38.137879936487	0.227422404256712	0.389870656517853	4.21910204081633	3.22030124427504	5.52056849629279	25	148	2.24132608943569e-12
SPCC1259.01c	102	477	572	100	405	300	1.02	224.829807142314	1.17777777777778	259.607402582628	0.171645906921326	0.266173215677003	0.866037735849057	0.695165923031372	1.07800152349186	109	93	1
SPCC1259.02c	79	1097	7	100	3457	300	0.79	174.132889845518	0.317327162279433	69.9456908787281	0.056915750475793	0.0909939506891944	2.48954421148587	1.96757749394816	3.14566087532545	43	136	4.87344069829713e-05
SPCC1259.05c	55	327	118	100	350	300	0.55	121.231758753209	0.934285714285714	205.936546037918	0.125049465384371	0.225727490376609	0.58868501529052	0.437673128845298	0.790046216318131	74	81	1
SPCC1259.16	18	132	7	100	1502	300	0.18	39.6758483192319	0.0878828229027963	19.3712530630959	0.0806318842587671	0.227812140891665	2.04818181818182	1.21109090156668	3.4217383561928	9	109	1
SPNCRNA.1170	14	99	23	100	1793	300	0.14	30.8589931371803	0.0552147239263804	12.1705056193963	0.0774168494474851	0.253760483119659	2.53555555555556	1.38808411059341	4.54992546233548	5	109	1
SPCC1259.09c	92	1001	46	100	1663	300	0.92	202.787669187185	0.601924233313289	132.676969892267	0.0737877883751062	0.1143550119258	1.52843156843157	1.22709092067802	1.90172384832606	72	120	1
SPCC1259.11c	6	953	23	100	2446	300	0.06	13.2252827730773	0.389615699100572	85.8796298905878	0.00255231360583275	0.0144963898031729	0.153997901364113	0.0624295907986692	0.354581694585609	29	77	1
SPCC1259.12c	1	74	35	100	1667	300	0.01	2.20421379551288	0.0443911217756449	9.78475230161687	0.000696880525014842	0.0894938242238789	0.22527027027027	0.0116169983519974	1.49186204981206	4	97	1
SPCC1259.15c	18	381	22	100	1094	300	0.18	39.6758483192319	0.348263254113346	76.7646669186845	0.028536040461217	0.0772104921345158	0.516850393700787	0.312184282645714	0.844682783951603	30	88	1
SPCC1259.14c	1	10	3	100	2591	300	0.01	2.20421379551288	0.00385951370127364	0.850719334431834	0.00478667548335045	0.750794709134687	2.591	0.12402276177361	19.4530909136798	0	101	1
SPNCRNA.1172	0	1	1	100	345	300	0	0	0.00289855072463768	0.638902549424024	0.120791776113059	17.3080587281839	0	0.416731627590053	59.7128026122346	0	100	1
SPCC4B3.18	9	343	24	100	1950	300	0.09	19.8379241596159	0.175897435897436	38.7715554800471	0.0126872414175883	0.0522876068982578	0.511661807580175	0.247401207642972	1.01960833451603	16	93	1
SPCC4B3.17	21	190	23	100	886	300	0.21	46.2884897057705	0.214446952595937	47.2686931317661	0.068497575061281	0.176590539212862	0.979263157894737	0.60688851504295	1.56459217742595	21	100	1
SPCC4B3.16	13	94	45	100	809	300	0.13	28.6547793416675	0.11619283065513	25.6113840269729	0.0739382943290374	0.253574623985251	1.11882978723404	0.598160801121912	2.05141870804068	11	102	1
SPCC4B3.15	38	1145	25	100	3947	300	0.38	83.7601242294895	0.290093742082594	63.942862829041	0.0236806717724545	0.0463152770938441	1.30992139737991	0.934676114858779	1.82806398689403	31	107	1
SPCC4B3.14	81	383	57	100	806	300	0.81	178.541317436543	0.475186104218362	104.741176635414	0.165167859332429	0.270475565626648	1.7045953002611	1.33125294621938	2.18003305895079	58	123	1
SPCC4B3.13	38	805	128	100	1770	300	0.38	83.7601242294895	0.454802259887006	100.248141547337	0.0336042324267656	0.0660324963521927	0.835527950310559	0.594794913953751	1.16877518543381	43	95	1
SPCC4B3.12	4	376	137	100	2283	300	0.04	8.81685518205153	0.164695575996496	36.3024260671416	0.00338876171421332	0.0294431224268609	0.242872340425532	0.0773654299354901	0.672186485005234	14	90	1
SPNCRNA.1175	0	65	25	100	814	300	0	0	0.0798525798525798	17.6012158118351	0.00140311402199916	0.074718813971507	0	0.0114213481390732	0.608211145728067	7	93	1
SPCC4B3.08	21	170	41	100	847	300	0.21	46.2884897057705	0.200708382526564	44.240418564013	0.0763395813675888	0.197942912902626	1.04629411764706	0.646596254183477	1.67657647228525	20	101	1
SPCC4B3.07	8	884	48	100	1407	300	0.08	17.6337103641031	0.628287135749822	138.487917216303	0.00419361541951535	0.0186751498611569	0.127330316742081	0.059004168952581	0.262759358546478	41	67	1
SPNCRNA.1176	9	83	5	100	1712	300	0.09	19.8379241596159	0.048481308411215	10.6863168824515	0.0509681698695126	0.222681676447417	1.85638554216867	0.872575068166056	3.81231030077978	5	104	1
SPNCRNA.1177	2	119	7	100	4130	300	0.02	4.40842759102576	0.0288135593220339	6.35112449554559	0.0028763494647968	0.0688288226872074	0.694117647058824	0.118793232896108	2.84263037698166	2	100	1
SPNCRNA.120	1	3	3	100	86	300	0.01	2.20421379551288	0.0348837209302326	7.68911789132401	0.0133674946082822	3.55733427163736	0.286666666666667	0.0114960453631227	3.05930747360813	3	98	1
SPCC4B3.01	8	229	31	100	1043	300	0.08	17.6337103641031	0.219558964525407	48.3954898535427	0.0160325505839743	0.0728370305258054	0.364366812227074	0.167219502590852	0.75969022838415	19	89	1
SPCP25A2.02c	97	855	53	100	3506	300	0.97	213.80873816475	0.243867655447804	53.7536450417431	0.0914257749942356	0.140642543310425	3.97756725146199	3.2053876712979	4.93092756846349	38	159	8.059967265704e-16
SPCC550.01c	25	43	69	100	133	300	0.25	55.105344887822	0.323308270676692	71.2640550428977	0.344987979201224	0.97562562999984	0.773255813953488	0.458834012337628	1.29758208789979	30	95	1
SPCC550.02c	121	449	74	100	1029	300	1.21	266.709869257059	0.436345966958212	96.1799799985699	0.219323022518728	0.330921575835477	2.7730289532294	2.25683390171771	3.40518301534705	67	154	1.82456425731919e-08
SPCC550.03c	10	594	244	100	3533	300	0.1	22.0421379551288	0.168129068780074	37.0592412831772	0.00850677656296148	0.0322716146886722	0.594781144781145	0.300544415969429	1.14015614695079	15	95	1
SPCC550.04c	24	206	14	100	1393	300	0.24	52.9011310923092	0.147882268485284	32.5964136307002	0.0745099178251503	0.180709445503742	1.62291262135922	1.03792315530434	2.51728257586713	15	109	1
SPCC550.06c	68	349	167	100	644	300	0.68	149.886538094876	0.541925465838509	119.451958794099	0.148938168803181	0.254493043113172	1.25478510028653	0.959161807092485	1.63893519764883	59	109	1
SPNCRNA.1179	10	42	2	59	1690	300	0.169491525423729	37.3595558561505	0.0248520710059172	5.47792777583083	0.112157616821759	0.491860651814333	6.82001614205004	3.2126503801487	14.0888898570546	1	68	0.101828711795958
SPCC550.15c	179	1689	60	100	1742	300	1.79	394.554269396806	0.969575200918484	213.71510336517	0.0905637326299906	0.123971684874696	1.84616933096507	1.57762022241444	2.1595867505172	137	142	0.0062644180599706
SPCC4E9.01c	4	407	306	100	3460	300	0.04	8.81685518205153	0.117630057803468	25.9281796177382	0.00313198838577469	0.0271874152477472	0.34004914004914	0.108366798147804	0.940684567572055	10	94	1
SPCC645.03c	75	1448	361	100	979	300	0.75	165.316034663466	1.47906026557712	326.016504178003	0.0407702130627412	0.0657037561691178	0.507078729281768	0.399140385884236	0.643239772895663	104	71	1
SPCC645.05c	18	1211	6	100	4798	300	0.18	39.6758483192319	0.252396832013339	55.6336579067549	0.00904960511992733	0.0240936419661884	0.713162675474814	0.434200053654113	1.15601294153772	23	95	1
SPCC645.06c	10	1379	12	100	5187	300	0.1	22.0421379551288	0.265856950067476	58.6005556971711	0.00367607510734352	0.0138540472289998	0.376142131979695	0.190678015817908	0.718609429768217	23	87	1
SPCC645.08c	32	570	6	100	2554	300	0.32	70.5348414564122	0.223179326546594	49.1934950447276	0.0386443065632424	0.0811172834453826	1.43382456140351	0.986975589625212	2.07173541919507	24	108	1
SPCC645.11c	12	37	18	100	426	300	0.12	26.4505655461546	0.0868544600938967	19.144579914079	0.16022144970283	0.644144684190715	1.38162162162162	0.682543375734057	2.74405635465244	8	104	1
SPCC645.12c	25	66	25	100	509	300	0.25	55.105344887822	0.129666011787819	28.5811611991847	0.232773028925295	0.612758815932132	1.9280303030303	1.18481471722975	3.11894237309455	14	111	1
SPCC645.14c	40	1289	51	100	2037	300	0.4	88.1685518205153	0.632793323514973	139.481177340015	0.0223485308254774	0.0429202356310274	0.632117920868891	0.455239572914975	0.874285199804027	54	86	1
SPCC23B6.01c	98	1541	31	100	2386	300	0.98	216.012951960262	0.645850796311819	142.359323507349	0.0515616204777172	0.0783587650094089	1.51737832576249	1.23026026459833	1.8696401331245	77	121	1
SPCC23B6.02c	64	245	62	100	696	300	0.64	141.069682912824	0.352011494252874	77.5908591811287	0.196453593385621	0.346784627881825	1.81812244897959	1.36731700996392	2.4136210100575	42	122	1
SPCC23B6.03c	22	451	143	100	8781	300	0.22	48.4927035012834	0.0513608928368067	11.3210388540748	0.0309971141986507	0.0760356048600742	4.28341463414634	2.72185659778352	6.67668646276312	5	117	0.00104214599756645
SPCC23B6.04c	152	1789	41	100	3213	300	1.52	335.040496917958	0.556800497976969	122.730733898928	0.0717364553216528	0.10057873983804	2.72988261598658	2.30489230948471	3.23159491099621	90	162	6.89701224733817e-11
SPCC23B6.05c	77	190	170	100	309	300	0.77	169.724462254492	0.614886731391586	135.534181601116	0.308238203673969	0.532270277405941	1.25226315789474	0.952456049352565	1.64471515718436	67	110	1
SPNCRNA.1184	3	21	1	100	1278	300	0.03	6.61264138653865	0.0164319248826291	3.62194755131225	0.0339686860725813	0.502880009415215	1.82571428571429	0.434119808007589	6.42680652032645	1	102	1
SPCC1322.05c	7	471	14	100	2124	300	0.07	15.4294965685902	0.221751412429379	48.8787522451303	0.00647353755610447	0.0323117760016205	0.315668789808917	0.137497937691659	0.686302122274419	19	88	1
SPCC1322.07c	1	72	11	100	2643	300	0.01	2.20421379551288	0.0272417707150965	6.00466868244145	0.000715997910998929	0.0920295000659521	0.367083333333333	0.0189238247877017	2.43233968674311	2	99	1
SPNCRNA.1185	8	15	0	100	1913	300	0.08	17.6337103641031	0.00784108729743858	1.72834327928349	0.207577564103173	1.33529432459652	10.2026666666667	3.9709588012937	25.5441804295314	0	108	0.0804679203210978
SPCC1322.12c	196	567	5	100	3237	300	1.96	432.025903920525	0.17516218721038	38.609490950133	0.29286613279192	0.407903133381402	11.1896296296296	9.48007671847443	13.203824427556	44	252	6.88195134908206e-76
SPCC1322.14c	40	1804	37	100	2455	300	0.4	88.1685518205153	0.734826883910387	161.971555482902	0.0159915540514007	0.0306228160887671	0.544345898004435	0.392592651961888	0.751790134979233	59	81	1
SPCC132.01c	34	640	3	100	3116	300	0.34	74.943269047438	0.205391527599487	45.2726838616253	0.0370179092890979	0.0758641143254368	1.655375	1.15347805344829	2.36392580238061	22	112	1
SPCC132.04c	12	434	2	100	3406	300	0.12	26.4505655461546	0.127422196124486	28.0865762552141	0.0148560107365295	0.0502360729325001	0.941751152073733	0.505995725686194	1.71104064408095	12	100	1
SPCC132.05c	3	213	21	100	1420	300	0.03	6.61264138653865	0.15	33.0632069326932	0.0036067745359091	0.0453320878714689	0.2	0.0512161984099092	0.643715647774858	13	90	1
SPCC338.18	4	13	7	100	964	300	0.04	8.81685518205153	0.0134854771784232	2.97248748357546	0.0848707622678806	1.00958058009583	2.96615384615385	0.818154148262369	9.7323567921238	1	103	1
SPCC338.16	19	127	4	100	1823	300	0.19	41.8800621147448	0.0696653867251783	15.3557406489378	0.0895228173847087	0.24723769019824	2.72732283464567	1.63200096092324	4.50714309231392	7	112	1
SPCC338.15	78	1522	84	100	1625	300	0.78	171.928676050005	0.936615384615385	206.450055185883	0.0405357225983729	0.0647004096804211	0.832785808147175	0.658705492223559	1.05138165730684	86	92	1
SPCC338.14	30	1056	142	100	1291	300	0.3	66.1264138653865	0.817970565453137	180.298200469528	0.0194059000156731	0.0413379424896557	0.366761363636364	0.250530169202339	0.533672837541455	58	72	1
SPCC338.13	10	361	6	100	2771	300	0.1	22.0421379551288	0.130277878022375	28.7160295987063	0.0139466092525241	0.0533035061038468	0.767590027700831	0.386460542387444	1.47704015413759	12	98	1
SPCC338.12	81	360	208	100	421	300	0.81	178.541317436543	0.855106888361045	188.483839996351	0.17547442361649	0.288163060217763	0.94725	0.738747323425421	1.21316648351678	83	98	1
SPNCRNA.1188	4	59	288	100	1657	300	0.04	8.81685518205153	0.0356065178032589	7.84843777521183	0.0209656828835433	0.194074178992957	1.12338983050847	0.347401365380313	3.21580914591329	3	101	1
SPCC338.08	5	147	10	100	1293	300	0.05	11.0210689775644	0.11368909512761	25.0595071879655	0.0123227241182982	0.0858793106888921	0.439795918367347	0.159332822849596	1.11041948720737	10	95	1
SPCC338.04	5	66	38	100	533	300	0.05	11.0210689775644	0.123827392120075	27.2942045973453	0.0269213699250231	0.195433755769517	0.403787878787879	0.143490901700373	1.04166191825153	11	94	1
SPCC338.02	0	0	0	100	177	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPRRNA.03	0	0	0	0	28	300	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPCC1281.02c	36	213	35	100	1266	300	0.36	79.3516966384637	0.16824644549763	37.0851136211883	0.11677426550242	0.243597981889892	2.13971830985916	1.47836220126064	3.08395045072603	19	117	1
SPCC1281.03c	13	743	123	100	1092	300	0.13	28.6547793416675	0.68040293040293	149.975352570153	0.00968082097064048	0.0309505111315843	0.191063257065949	0.105714564999394	0.3379795815569	45	68	1
SPNCRNA.1191	2	110	104	100	2843	300	0.02	4.40842759102576	0.0386915230390433	8.52843888520637	0.00310865389158257	0.0745531198060891	0.516909090909091	0.0883790301376925	2.11954519608711	3	99	1
SPCC1281.06c	855	6722	546	100	2136	300	8.55	1884.60279516351	3.14700374531835	693.666906996142	0.118378672562614	0.136661390828111	2.71686997917286	2.52856844593744	2.91908730808845	724	231	3.729560138011e-21
SPCC1281.07c	22	449	52	100	1395	300	0.22	48.4927035012834	0.321863799283154	70.9456626656117	0.0311337011283754	0.0763780262698017	0.683518930957684	0.434315130740837	1.06547346646373	29	93	1
SPNCRNA.1192	8	162	4	100	601	300	0.08	17.6337103641031	0.26955074875208	59.4147478990161	0.0225425186486181	0.103550023111564	0.29679012345679	0.135480537078195	0.622335638900501	22	86	1
SPCC622.01c	13	123	18	100	1141	300	0.13	28.6547793416675	0.107800175284838	23.7614633521546	0.0570203495918989	0.191952257018123	1.20593495934959	0.650602188843566	2.19017525257678	10	103	1
SPCC622.03c	0	27	39	100	1496	300	0	0	0.018048128342246	3.97819334751656	0.00339432100419189	0.183491530730493	0	0.0507790422227107	2.74503329972817	1	99	1
SPNCRNA.1193	1	8	3	100	649	300	0.01	2.20421379551288	0.012326656394453	2.71705860772004	0.00586171689225921	0.973546520057376	0.81125	0.0380425426307623	6.31831691517237	1	100	1
SPCC622.06c	0	104	9	100	1755	300	0	0	0.0592592592592593	13.0620076771134	0.000875817578746582	0.0464543008536173	0	0.0153705985070025	0.815272979980984	5	95	1
SPCC622.08c	164	1557	563	100	828	300	1.64	361.491062464113	1.8804347826087	414.488028938835	0.0893694417575415	0.124087329089156	0.872138728323699	0.739978977752443	1.02744308485821	172	92	1
SPCC622.10c	8	438	7	100	2567	300	0.08	17.6337103641031	0.170627191273861	37.6098808895459	0.00843458670478432	0.0378302291846239	0.468858447488584	0.216515840711813	0.971101983169295	15	93	1
SPCC622.12c	219	2955	133	100	1782	300	2.19	482.722821217321	1.65824915824916	365.513567101042	0.0644454139911099	0.0852026830633969	1.32067005076142	1.14841727732158	1.51831181218973	198	121	1
SPCC622.13c	4	213	533	100	4527	300	0.04	8.81685518205153	0.0470510271703115	10.3710523181852	0.00595646982454793	0.0522267511707544	0.850140845070423	0.269649388957285	2.36430502550005	4	100	1
SPCC622.15c	129	594	35	100	1912	300	1.29	284.343579621162	0.310669456066946	68.4781900907245	0.178676675887595	0.263804803577812	4.15232323232323	3.41629804297082	5.04394784440777	54	175	6.65957349425266e-20
SPCC622.16c	30	603	141	100	3799	300	0.3	66.1264138653865	0.15872598052119	34.9865995971115	0.0338486126796753	0.0726885177829994	1.89004975124378	1.28590879570086	2.76143679057615	17	113	1
SPCC61.01c	5	265	50	100	6603	300	0.05	11.0210689775644	0.0401332727548084	8.846231346523	0.00688446166530071	0.0472652517289875	1.24584905660377	0.454581003759806	3.12092457166504	4	101	1
SPCC61.04c	9	245	32	100	995	300	0.09	19.8379241596159	0.246231155778894	54.2746110452921	0.0176969116686449	0.0734881826664933	0.365510204081633	0.176084271103017	0.731207417531609	21	88	1
SPNCRNA.1197	2	12	2	100	892	300	0.02	4.40842759102576	0.0134529147982063	2.96531003880657	0.0257876390551737	0.780923056209107	1.48666666666667	0.230025740372149	6.96583366138524	1	101	1
SPCC11E10.02c	65	422	26	100	1418	300	0.65	143.273896708337	0.297602256699577	65.5978999792973	0.117561768433626	0.201455314033477	2.18412322274882	1.66702587638881	2.85663635299471	37	128	0.0324217978880339
SPNCRNA.1198	11	31	90	100	1175	300	0.11	24.2463517506417	0.0263829787234043	5.81537256688505	0.168036637177115	0.733796495673799	4.16935483870968	1.9744304868311	8.62210882416714	2	109	1
SPCC11E10.05c	26	1193	17	100	2681	300	0.26	57.3095586833349	0.444983215218202	98.0838141755639	0.0144689552571473	0.0325800143756463	0.584291701592624	0.387912690444119	0.873470185411077	38	88	1
SPCC11E10.06c	33	392	72	100	1204	300	0.33	72.7390552519251	0.325581395348837	71.7651003190241	0.0580084398341329	0.121550672763506	1.01357142857143	0.69842161560296	1.46347010007261	32	101	1
SPCC11E10.07c	35	666	87	100	1199	300	0.35	77.1474828429509	0.555462885738115	122.435895563935	0.0368224950652404	0.0746476419215517	0.630105105105105	0.441501715832233	0.895025226639405	48	87	1
SPNCRNA.1200	7	30	8	100	639	300	0.07	15.4294965685902	0.0469483568075117	10.3484215751779	0.093555402767761	0.555427283381952	1.491	0.597819023685993	3.54918034081067	4	103	1
SPCC11E10.09c	0	61	12	100	5498	300	0	0	0.0110949436158603	2.44556277785169	0.00149545868574188	0.0796917976497406	0	0.0822203185420884	4.38145503478274	1	99	1
SPRRNA.04	0	0	0	14	8	300	0	0	0	0	NA	NA	NA	NA	NA	0	14	1
SPCC188.04c	3	177	7	100	4303	300	0.03	6.61264138653865	0.0411340924936091	9.06683341403161	0.00433290922495962	0.0546625101752914	0.729322033898305	0.186445083950012	2.35212781284279	4	99	1
SPCC188.06c	17	1102	62	100	2010	300	0.17	37.471634523719	0.548258706467662	120.847940430607	0.00924734295983492	0.0253676543798799	0.310072595281307	0.185871593492682	0.509889853035587	41	76	1
SPCC188.08c	12	827	2	100	3726	300	0.12	26.4505655461546	0.221953837895867	48.92337114571	0.00782750415280052	0.0262536569275721	0.540652962515115	0.291652804733347	0.978211257121337	20	92	1
SPCC188.09c	23	247	3	100	3215	300	0.23	50.6969172967963	0.0768273716951789	16.9343952563509	0.0592384637566273	0.145102766709928	2.99372469635628	1.90451660977557	4.66505394972419	8	115	0.19811237515261
