WT_3MBPP1r2_pr_counts	WT_3MBPP1r2gb_counts	WT_3MBPP1r2term_counts	WT_3MBPP1r2pr_map	WT_3MBPP1r2gb_map	WT_3MBPP1r2term_map	WT_3MBPP1r2pr_density	WT_3MBPP1r2pr_densityRPKM	WT_3MBPP1r2gb_density	WT_3MBPP1r2gb_densityRPKM	WT_3MBPP1r2pause_index_CI_low	WT_3MBPP1r2pause_index_CI_high	WT_3MBPP1r2pause_index_scaled	WT_3MBPP1r2pause_index_CI_low_scaled	WT_3MBPP1r2pause_index_CI_high_scaled	WT_3MBPP1r2_ExpPR	WT_3MBPP1r2_ExpGB	WT_3MBPP1r2Fexact_Pval
SPBC23E6.01c	25	398	131	100	1492	300	0.25	29.0931908434186	0.266756032171582	31.0431366104037	0.0409984823814515	0.095487770234151	0.937185929648241	0.611697357131256	1.42467753189353	26	99	1
SPBC23E6.03c	179	388	0	100	4220	300	1.79	208.307246438877	0.0919431279620853	10.6996758741672	0.384928199752741	0.552770609487513	19.4685567010309	16.2439700295657	23.326919720373	23	256	1.19611403278171e-102
SPBC23E6.04c	76	4229	295	100	5185	300	0.76	88.4433001639925	0.815621986499518	94.9161844372746	0.0142245056123682	0.0226706209038089	0.931804209032868	0.737540616001293	1.17547169386249	79	97	1
SPBC23E6.06c	31	348	84	100	707	300	0.31	36.075556645839	0.492220650636492	57.2810773041565	0.0605716127998745	0.130280010401349	0.629798850574713	0.428241302495112	0.921079673537538	43	88	1
SPBC23E6.07c	17	1339	90	100	3185	300	0.17	19.7833697735246	0.420408163265306	48.9240597040345	0.00761588937643971	0.0208626697659832	0.404368932038835	0.242566076639605	0.664476032046564	34	83	1
SPNCRNA.1645	21	401	123	100	2636	300	0.21	24.4382803084716	0.152124430955994	17.7031404069967	0.0328758711791628	0.0825707206529386	1.38044887780549	0.86660796428273	2.17656419641146	15	106	1
SPBC23E6.10c	28	180	44	100	1108	300	0.28	32.5843737446288	0.162454873646209	18.9053225697305	0.102272526685952	0.235135936378306	1.72355555555556	1.13317959568035	2.60530617507163	17	111	1
SPBC211.02c	80	587	134	100	2784	300	0.8	93.0982106989395	0.210847701149425	24.5369296337453	0.107119861273599	0.173170208863224	3.79420783645656	2.98221693785699	4.82105861475215	31	149	2.50609132953388e-12
SPNCRNA.445	150	1371	2811	100	429	300	1.5	174.559145060511	3.1958041958042	371.904565466917	0.092091504815143	0.129917221044914	0.469365426695842	0.395072555656963	0.557344878282681	190	60	1
SPBC211.03c	223	1988	162	100	4595	300	2.23	259.511262323294	0.432644178454842	50.3479986043231	0.0974271099652839	0.129114676765648	5.15435110663984	4.4767757029048	5.93281939738151	97	226	1.43595938420752e-40
SPBC211.04c	13	995	340	100	2759	300	0.13	15.1284592385777	0.360637912287061	41.968430430158	0.00723838626122122	0.0230806572527141	0.360472361809045	0.199707076947094	0.636795333602383	29	84	1
SPBC211.07c	17	272	26	100	1197	300	0.17	19.7833697735246	0.227234753550543	26.4439362052125	0.0370233581067545	0.104041755101443	0.748125	0.443169596537851	1.24537980856427	21	96	1
SPBC211.08c	13	483	43	100	1264	300	0.13	15.1284592385777	0.382120253164557	44.4683898018075	0.0148511372211543	0.0477474567331333	0.340207039337474	0.18771837447539	0.603527853106805	31	82	1
SPNCRNA.1646	3	39	31	100	391	300	0.03	3.49118290121023	0.0997442455242967	11.6075134822847	0.0189841980592871	0.258723898903967	0.300769230769231	0.0742282144118124	1.01161044471451	9	94	1
SPBC1604.15	10	665	69	100	3245	300	0.1	11.6372763373674	0.204930662557781	23.848347501847	0.00760311107070484	0.0288078545400967	0.48796992481203	0.246720954244372	0.934814879826137	18	92	1
SPBC1604.12	69	1296	215	100	2710	300	0.69	80.2972067278353	0.478228782287823	55.6528049196612	0.0414617929796838	0.0682497512358321	1.44282407407407	1.12361458974943	1.84956825849105	54	115	1
SPBC1604.11	34	243	271	100	616	300	0.34	39.5667395470493	0.394480519480519	45.9067881490306	0.0960573024154284	0.202853349865255	0.861893004115226	0.591712982879039	1.24957663516997	37	97	1
SPBC1604.10	16	78	122	100	568	300	0.16	18.6196421397879	0.137323943661972	15.9807668013144	0.115266848643689	0.360024868558474	1.16512820512821	0.654715700296156	2.04494125341213	14	102	1
SPNCRNA.1647	12	116	8	100	1277	300	0.12	13.9647316048409	0.0908379013312451	10.5710575969822	0.0543419157021904	0.192447415095785	1.32103448275862	0.693946263516971	2.45755349077318	9	103	1
SPBC1604.07	1	1924	118	100	1696	300	0.01	1.16372763373674	1.13443396226415	132.017215053626	2.711829045054e-05	0.00337832338821614	0.00881496881496882	0.000459926206041158	0.0572963646641457	53	48	1
SPBC1604.05	223	3615	582	100	1721	300	2.23	259.511262323294	2.10052295177223	244.443660427561	0.0537541614201613	0.0707710394073685	1.06164038727524	0.925109118040976	1.21796958820081	218	105	1
SPBC1604.04	5	380	65	100	1291	300	0.05	5.81863816868372	0.29434546862897	34.2537955708724	0.00481398844253117	0.0328633110344606	0.169868421052632	0.0621485907930774	0.424265345454887	23	82	1
SPBC1604.01	13	334	42	100	2488	300	0.13	15.1284592385777	0.134244372990354	15.6223886522537	0.0214016007606889	0.0692988284276212	0.968383233532934	0.532471826925941	1.72415485127921	13	100	1
SPNCRNA.1649	16	274	46	100	681	300	0.16	18.6196421397879	0.402349486049927	46.8225215336076	0.034034489955427	0.0986611974735726	0.397664233576642	0.231774876596458	0.671882754795029	33	83	1
SPNCRNA.20	16	53	177	100	286	300	0.16	18.6196421397879	0.185314685314685	21.5655820237928	0.1658060188435	0.542746621706513	0.863396226415094	0.474205213892409	1.55225533808063	18	98	1
SPBC1677.03c	29	1113	180	100	2110	300	0.29	33.7481013783656	0.527488151658768	61.3852538554026	0.0176847235483329	0.0381446668728616	0.549775381850854	0.373147666869825	0.80485247101738	44	85	1
SPBC26H8.02c	39	341	64	100	1850	300	0.39	45.385377715733	0.184324324324324	21.450330978607	0.0809135511401	0.161033721329897	2.1158357771261	1.49690069609185	2.97912384460309	21	118	1
SPBC26H8.04c	8	1234	36	100	4705	300	0.08	9.30982106989395	0.262274176408076	30.5215706701624	0.00300708488220735	0.0133645846318727	0.305024311183144	0.141483343707856	0.628803706929609	22	86	1
SPBC26H8.05c	7	166	4	100	1165	300	0.07	8.1460934361572	0.142489270386266	16.5818701459484	0.0181690257698777	0.0927575621297555	0.491265060240964	0.211669150219075	1.08062559881165	13	94	1
SPSNRNA.07	1225	366	4212	90	37	300	13.6111111111111	1583.96261258612	9.89189189189189	1151.1467944531	2.97325277700012	3.76814323798878	1.37598664238008	1.22233725276672	1.54912555339539	1194	121	1
SPBC26H8.13c	30	277	40	100	986	300	0.3	34.9118290121023	0.280933062880325	32.6929568504136	0.072894392538653	0.159985175085057	1.06787003610108	0.718738710431119	1.57745382633866	28	102	1
SPBC26H8.14c	30	138	53	100	300	300	0.3	34.9118290121023	0.46	53.5314711518902	0.143510735282182	0.327559620031552	0.652173913043478	0.430532205846545	0.982678860094655	40	90	1
SPBC26H8.16	33	88	26	100	681	300	0.33	38.4030119133125	0.129221732745962	15.037890127582	0.246324641308141	0.568663413692987	2.55375	1.67747080730844	3.87259784724924	15	118	0.522023210798831
SPBC26H8.07c	58	2292	348	100	1681	300	0.58	67.4962027567311	1.3634741225461	158.671251429186	0.0193209359134456	0.0330691724115226	0.425383944153578	0.324784932705021	0.555892788237695	91	67	1
SPBC26H8.08c	89	1302	253	100	1414	300	0.89	103.57175940257	0.920792079207921	107.155118750017	0.0548075099064436	0.0851567330269647	0.966559139784946	0.774978190077112	1.20411620500128	90	99	1
SPBC26H8.09c	8	685	411	100	1973	300	0.08	9.30982106989395	0.347187024835276	40.4031134875656	0.00540655635469881	0.0241258094456829	0.230423357664234	0.106671356878207	0.476002220363323	27	81	1
SPBC26H8.11c	136	1566	1299	100	719	300	1.36	158.266958188197	2.17802503477051	253.462791993288	0.0725913564627312	0.103836269381162	0.624418901660281	0.521931852967037	0.746582776850553	161	75	1
SPNCRNA.111	2	137	39	100	3485	300	0.02	2.32745526747349	0.0393113342898135	4.57476860321187	0.00250235608989569	0.0596660695538522	0.508759124087591	0.0872071097328647	2.07936252395175	3	99	1
SPBC32C12.03c	25	1190	136	100	1820	300	0.25	29.0931908434186	0.653846153846154	76.0898837443255	0.0138307416779841	0.0316564490004886	0.382352941176471	0.251719498539311	0.576147371808892	49	76	1
SPBC3B9.02c	20	180	105	100	1173	300	0.2	23.2745526747349	0.153452685421995	17.8577130496687	0.0679914827838078	0.179657971396188	1.30333333333333	0.797540093054065	2.10738800447728	15	105	1
SPNCRNA.1654	2	20	16	100	679	300	0.02	2.32745526747349	0.0294550810014728	3.4277691715368	0.0161614422706158	0.441429443740588	0.679	0.109736193017481	2.99730592299859	2	100	1
SPBC3B9.06c	67	406	106	100	1042	300	0.67	77.9697514603618	0.389635316698656	45.3429385121994	0.126321816195189	0.215229591151694	1.71955665024631	1.31627332475387	2.24269233980065	46	121	1
SPBC3B9.07c	35	1153	245	100	776	300	0.35	40.730467180786	1.48582474226804	172.909531146709	0.0213513787598298	0.0429504475360722	0.235559410234172	0.16568669917628	0.33329547287992	80	55	1
SPBC3B9.08c	122	190	64	100	963	300	1.22	141.974771315883	0.19730010384216	22.9603582980251	0.50823742640272	0.810956583552261	6.18347368421053	4.8943264162582	7.80951189960827	36	186	2.39283336463717e-27
SPBC3B9.22c	44	288	16	100	1119	300	0.44	51.2040158844167	0.257372654155496	29.9511669808921	0.1097680522371	0.211972465549247	1.70958333333333	1.22830450453315	2.37197188949607	29	115	1
SPBC3B9.11c	44	469	75	100	1246	300	0.44	51.2040158844167	0.376404494382022	43.8032311575066	0.0679962635941177	0.12901883300715	1.1689552238806	0.847233444382707	1.60757465926909	39	105	1
SPBC3B9.13c	386	1147	1727	100	485	300	3.86	449.198866622383	2.36494845360825	275.21558678269	0.299357768753859	0.378280208376799	1.63217088055798	1.45188517845622	1.83465901062747	341	145	0.229067051734658
SPBC3B9.14c	47	267	647	100	1168	300	0.47	54.6951987856269	0.228595890410959	26.6023354629889	0.127476046092091	0.24239885428568	2.05602996254682	1.48892021835562	2.83121861805675	27	120	1
SPBC3B9.15c	14	3155	164	100	4014	300	0.14	16.2921868723144	0.785999003487793	91.4688760448287	0.00252221406580173	0.00765727255992301	0.178117274167987	0.101241672601281	0.30736292055531	50	64	1
SPBC3B9.16c	33	2294	159	100	3420	300	0.33	38.4030119133125	0.670760233918129	78.0582219822248	0.0100362627616377	0.0205103263488636	0.491979075850044	0.343240186448008	0.701453161131137	53	80	1
SPBC3B9.18c	34	116	110	100	519	300	0.34	39.5667395470493	0.223506743737958	26.0100974014378	0.196269698417834	0.435920685876876	1.52120689655172	1.01863973478856	2.26242835970099	24	110	1
SPBC215.03c	21	333	18	100	2184	300	0.21	24.4382803084716	0.152472527472527	17.7436493605465	0.0394945812639593	0.0996767194161452	1.3772972972973	0.862561654804872	2.17693955204861	16	105	1
SPBC215.06c	118	151	45	100	668	300	1.18	137.319860780936	0.226047904191617	26.305819265606	0.609874058917126	1.00108456355373	5.22013245033113	4.0739587135664	6.68724488453891	40	178	1.78103500436308e-20
SPBC215.07c	65	263	88	100	1795	300	0.65	75.6422961928883	0.146518105849582	17.0507168619924	0.186591517745335	0.326830482420931	4.43631178707224	3.34931774352877	5.8666071594557	21	144	2.6547065923257e-12
SPBC215.08c	32	4169	220	100	3784	300	0.32	37.2392842795758	1.10174418604651	128.213015461112	0.00533042022601281	0.0109916006595191	0.290448548812665	0.201703101352325	0.415922168956204	69	63	1
SPBC215.09c	19	909	261	100	1347	300	0.19	22.1108250409981	0.674832962138085	78.5321766196511	0.0128881337036889	0.0334910724120215	0.281551155115512	0.173603160988689	0.45112474538993	47	72	1
SPNCRNA.1660	6	4	26	100	231	300	0.06	6.98236580242046	0.0173160173160173	2.01511278569133	0.376784068761011	6.3029714817381	3.465	0.870371198837934	14.559864122815	1	105	1
SPBC215.11c	31	162	49	100	881	300	0.31	36.075556645839	0.183881952326901	21.3988509268277	0.127792429016646	0.285063548990268	1.68586419753086	1.12585129963665	2.51140986660426	20	111	1
SPNCRNA.1661	3	52	4	100	1533	300	0.03	3.49118290121023	0.0339204174820613	3.94741271717617	0.0143977196472591	0.191459317249707	0.884423076923077	0.220717042192482	2.935071333438	3	100	1
SPBC215.14c	210	573	103	100	878	300	2.1	244.382803084716	0.652619589977221	75.9471451174435	0.311893702339212	0.430543821542366	3.21780104712042	2.73842670653828	3.78017475314197	122	188	5.26658786015323e-16
SPBC1347.01c	1	192	27	100	2979	300	0.01	1.16372763373674	0.0644511581067472	7.50035937151577	0.000270599628069404	0.0340825952273982	0.15515625	0.00806116292018755	1.01532051182419	6	95	1
SPNCRNA.1663	3	151	38	100	1365	300	0.03	3.49118290121023	0.110622710622711	12.8734705270512	0.00507011293360218	0.0642065370819103	0.271192052980132	0.0692070415436698	0.876419231168076	10	93	1
SPNCRNA.1664	13	97	16	100	1179	300	0.13	15.1284592385777	0.082273112807464	9.57434948875862	0.0717362506733885	0.245426929241922	1.5801030927835	0.845770395439251	2.89358349576226	8	105	1
SPBC1347.05c	25	491	188	100	1361	300	0.25	29.0931908434186	0.360764144011756	41.9831203647863	0.0333139852855628	0.0772091103419189	0.692973523421589	0.45340333973651	1.05081599175352	33	92	1
SPBC1347.06c	32	1314	142	100	1601	300	0.32	37.2392842795758	0.820737039350406	95.5114372723348	0.0168604404796407	0.0349822088724194	0.389893455098935	0.269935652079047	0.560065164047434	59	73	1
SPBC1347.08c	18	1280	47	100	3172	300	0.18	20.9470974072614	0.403530895334174	46.9600053966908	0.0085634743802189	0.0227901957671974	0.4460625	0.271633407340544	0.722905009735501	33	85	1
SPNCRNA.1665	1	305	32	100	2759	300	0.01	1.16372763373674	0.110547299746285	12.8646947549731	0.000170641429796538	0.0213958187713859	0.0904590163934426	0.00470799704808649	0.590310639902538	10	91	1
SPBC1347.14c	3	1	13	100	21	300	0.03	3.49118290121023	0.0476190476190476	5.54156016065116	0.281109371130232	74.8083338953006	0.63	0.0590329679373488	15.7097501180131	4	99	1
SPBC1347.13c	117	250	61	100	899	300	1.17	136.156133147199	0.278086763070078	32.3617250761052	0.373468789589355	0.586159379805511	4.20732	3.3574844184083	5.26957282445154	47	170	8.65483539897944e-17
SPBC56F2.12	2216	3196	593	100	1250	300	22.16	2578.82043636062	2.5568	297.541881393811	0.656551879005267	0.732243092288623	8.66708385481852	8.20689848756584	9.15303865360778	1664	652	2.51322869844008e-140
SPBC56F2.11	63	3753	1266	100	2359	300	0.63	73.3148409254148	1.59092835947435	185.140729521577	0.0129766368097667	0.0216719043237653	0.39599520383693	0.306118862342398	0.511240222997623	100	63	1
SPNCRNA.1667	7	143	15	100	2953	300	0.07	8.1460934361572	0.0484253301727057	5.63538948948034	0.0210349508945039	0.107987760245594	1.44552447552448	0.621162099914701	3.18887856005238	4	103	1
SPBC56F2.15	24	28	27	100	281	300	0.24	27.9294632096818	0.099644128113879	11.5958625425725	0.480724182766942	1.52573865495452	2.40857142857143	1.35083495357511	4.28732562042221	11	113	1
SPBC56F2.06	1	33	5	100	1574	300	0.01	1.16372763373674	0.0209656925031766	2.43983557263739	0.00153958136153327	0.205601017062752	0.476969696969697	0.0242330106305336	3.23616000856771	2	99	1
SPNCRNA.1669	0	143	1	100	2016	300	0	0	0.0709325396825397	8.25461565596996	0.000636586070427234	0.033704460224544	0	0.012833575179813	0.679481918126808	6	94	1
SPBC56F2.04	33	3911	65	100	7540	300	0.33	38.4030119133125	0.518700265251989	60.3625832300319	0.00589311756132038	0.0120172118800282	0.636205574021989	0.444341064123557	0.906097775754125	45	88	1
SPBC56F2.03	40	8	1	100	1110	300	0.4	46.5491053494697	0.00720720720720721	0.838722618909365	2.25049568096094	11.5543116537161	55.5	24.9805020586665	128.252859356248	1	139	3.53873521510094e-29
SPBC56F2.02	1040	483	547	100	475	300	10.4	1210.27673908621	1.01684210526316	118.332725704178	1.93016303452332	2.40217551661287	10.2277432712215	9.16827441398579	11.4103337039111	574	566	1.11337416131084e-97
SPBC56F2.01	19	537	939	100	1541	300	0.19	22.1108250409981	0.348475016223232	40.5530006045835	0.0217407836569061	0.0568936566697957	0.545232774674115	0.335025476152923	0.876731249281552	30	89	1
SPBC1861.01c	15	1493	45	100	2820	300	0.15	17.4559145060512	0.529432624113475	61.6115374882609	0.00582069558898491	0.0170426302104307	0.283322170127261	0.164143615609375	0.480602171934146	39	76	1
SPNCRNA.1673	3	199	28	100	1684	300	0.03	3.49118290121023	0.118171021377672	13.7518883084093	0.00385822376793973	0.0485552109812201	0.253869346733668	0.064972488252105	0.817669752923747	10	93	1
SPBC1861.04c	3	679	43	100	3566	300	0.03	3.49118290121023	0.190409422321929	22.1584706479879	0.00113803531379203	0.0141237504886301	0.157555228276878	0.0405823392898239	0.503652942424549	16	87	1
SPNCRNA.1675	4	204	2	100	2104	300	0.04	4.65491053494697	0.096958174904943	11.2832907453563	0.00621655219714419	0.0545576898811878	0.412549019607843	0.130796258227914	1.14789379510019	9	95	1
SPBC1861.06c	0	2	11	100	1368	300	0	0	0.00146198830409357	0.17013561896736	0.0514242900386907	4.05388820080272	0	0.703484287729289	55.4571905869813	0	100	1
SPBC1861.08c	38	216	62	100	785	300	0.38	44.2216500819963	0.27515923566879	32.0210406225652	0.122675827607721	0.251320331156469	1.38101851851852	0.963005246720606	1.97286459957828	29	109	1
SPBC14F5.03c	31	3938	282	100	3707	300	0.31	36.075556645839	1.06231454005935	123.62447859874	0.00543315146168	0.0113393519267821	0.291815642458101	0.201406924684478	0.420349775925814	67	64	1
SPBC14F5.04c	703	10441	1888	100	1441	300	7.03	818.100526516931	7.24566273421235	843.197794853944	0.0623323700815771	0.0727261528052729	0.970235609615937	0.898209452875526	1.04798386192398	705	98	1
SPRRNA.37	407	2	9	100	53	300	4.07	473.637146930855	0.0377358490566038	4.39142503296884	50.2298846389288	1179.02894188903	107.855	26.6218388586323	624.885339201187	18	489	3.16570256509887e-27
SPBC14F5.05c	67	3877	750	100	1589	300	0.67	77.9697514603618	2.43989930774072	283.937824795302	0.0134664639905089	0.0221368880619873	0.274601496002063	0.213982112809186	0.351755151304978	118	49	1
SPNCRNA.1677	0	1	0	100	374	300	0	0	0.00267379679144385	0.311157121319985	0.120791776113059	17.3080587281839	0	0.45176124266284	64.7321396434079	0	100	1
SPBC14F5.09c	291	1563	37	100	2467	300	2.91	338.644741417392	0.6335630320227	73.7294808078853	0.163945861426801	0.211392941829718	4.59307101727447	4.04454440139917	5.21506387493915	151	240	1.34513075579087e-38
SPBC14F5.10c	15	798	564	100	2386	300	0.15	17.4559145060512	0.334450963956412	38.9209828885969	0.0108641866777012	0.0319640846791247	0.448496240601504	0.25921949412995	0.762663060443914	28	87	1
SPBC14F5.11c	15	1012	49	100	2022	300	0.15	17.4559145060512	0.500494559841741	58.2439349822742	0.00857608356089248	0.0251767485267179	0.299703557312253	0.173408409601246	0.509073855210237	38	77	1
SPBC14F5.12c	37	112	78	100	1534	300	0.37	43.0579224482595	0.0730117340286832	8.49657724762159	0.223832361321719	0.485889665431944	5.06767857142857	3.43358842267517	7.45354746772603	9	128	4.90727456000234e-08
SPBC14F5.13c	46	435	65	100	1860	300	0.46	53.5314711518902	0.233870967741935	27.2162107890045	0.077075145931611	0.144645100117629	1.96689655172414	1.43359771432796	2.6903988621879	27	119	1
SPBC3F6.01c	32	1392	134	100	2155	300	0.32	37.2392842795758	0.645939675174014	75.1697849726936	0.0159196454793037	0.033013630623476	0.495402298850575	0.343068360078996	0.711443739935907	51	81	1
SPBC3F6.02c	185	872	136	100	1315	300	1.85	215.289612241298	0.663117870722433	77.1688590584365	0.180438269290762	0.249363308630522	2.78985091743119	2.37276324117352	3.27912750849136	113	172	6.61931204013304e-12
SPNCRNA.1678	2	94	389	100	1806	300	0.02	2.32745526747349	0.0520487264673311	6.05705412908383	0.00362982371442338	0.0874879634222898	0.384255319148936	0.0655546162824862	1.58003261940655	5	97	1
